crop,year,site,brand,genotype,pcode,yield_bu_ac,tw_lb_bu,silking_date
CORN,1991,FNI,,,1458,209.54,54.3,73
CORN,1991,FNI,,,1787,207.53,55.3,71.67
CORN,1991,FNI,,,1791,203.46,57.03,69.67
CORN,1991,FNI,,,1793,240.09,55.87,75.33
CORN,1991,FNI,,,1891,225.14,57.53,70.33
CORN,1991,FNI,,,1909,220.68,57.53,71.33
CORN,1991,FNI,,,1958,226.68,57.63,69.67
CORN,1991,FNI,,,2006,220.62,57.83,69
CORN,1991,FNI,,,2017,205.33,57.83,69.67
CORN,1991,FNI,,,2018,216.17,56.13,71
CORN,1991,FNI,,,2031,219.53,56.37,70
CORN,1991,FNI,,,2044,217.1,56.57,70
CORN,1991,FNI,,,2071,227.07,57.93,68.33
CORN,1991,FNI,,,2073,218.6,57.73,70.67
CORN,1991,FNI,,,2080,218.96,57.83,70
CORN,1991,FNI,,,2081,226.88,56.57,70.33
CORN,1991,FNI,,,2082,203.69,56.23,71.33
CORN,1991,FNI,,,2102,233.92,56.8,70
CORN,1991,FNI,,,2104,217.67,57.07,71
CORN,1991,FNI,,,2112,226.43,56.3,69.67
CORN,1991,FNI,,,2117,219.98,56.97,70.33
CORN,1991,FNI,,,2136,223.83,58.07,68.33
CORN,1991,FNI,,,2146,222.16,56.63,70
CORN,1991,FNI,,,2147,214.61,57.7,71.33
CORN,1991,FNI,,,2150,220.12,57.6,72
CORN,1991,FNI,,,2163,226.84,56.33,69.67
CORN,1991,FNI,,,2164,218.21,57.97,71.67
CORN,1991,FNI,,,2171,223.68,57.13,69.33
CORN,1991,FNI,,,2184,226.68,57.23,69.33
CORN,1991,FNI,,,2185,227.52,52.63,70
CORN,1991,FNI,,,2188,218.7,56.9,69.33
CORN,1991,FNI,,,2191,211.32,57.83,69.33
CORN,1991,FNI,,,2193,215.49,56.27,69.67
CORN,1991,FNI,,,2194,236.17,57.37,69.67
CORN,1991,FNI,,,2202,212.33,55.6,71.67
CORN,1991,FNI,,,2206,219.63,54.93,71.67
CORN,1991,FNI,,,2208,221.48,58,68
CORN,1991,FNI,,,2209,197.15,57.97,67.33
CORN,1991,FNI,,,2211,211.04,58.03,70.67
CORN,1991,FNI,,,2215,222.71,56.73,71.33
CORN,1991,FNI,,,2216,240.63,54.03,73.67
CORN,1991,FNI,,,2221,218.5,55,73.33
CORN,1991,FNI,,,2222,222.68,53.73,69.33
CORN,1991,FNI,,,2234,221.77,55.2,72.33
CORN,1991,FNI,,,2237,215.17,56.3,71
CORN,1991,FNI,,,2246,212.9,58.23,69
CORN,1991,FNI,,,2247,210.25,56.3,72
CORN,1991,FNI,,,2248,221.62,58.33,70.67
CORN,1991,FNI,,,2252,223.67,57.67,71
CORN,1991,FNI,,,2255,220.48,56.23,70.67
CORN,1991,FNI,,,2256,190.47,55,72
CORN,1991,FNI,,,2260,213.5,58.5,70.33
CORN,1991,FNI,,,2275,241.1,56.03,74
CORN,1991,FNI,,,2291,244.06,56.93,73
CORN,1991,FNI,,,2293,218.9,57.7,70.33
CORN,1991,FNI,,,2294,225.38,56.7,70.67
CORN,1991,FNI,,,2296,217.28,56.2,71
CORN,1991,FNI,,,2297,216.32,58.8,68.33
CORN,1991,FNI,,,2298,236.92,56.27,69
CORN,1991,FNI,,,2303,209,56.4,71.33
CORN,1991,FNI,,,2304,205.12,56.37,70
CORN,1991,FNI,,,2305,234.09,55.9,70.33
CORN,1991,FNI,,,2306,216,56.77,71.33
CORN,1991,FNI,,,2307,223.85,55.8,70.67
CORN,1991,FNI,,,2308,225.82,54.13,71
CORN,1991,FNI,,,2309,241.84,56.93,74
CORN,1991,FNI,,,2310,209.56,56.1,69
CORN,1991,FNI,,,2311,201.06,55.57,73.33
CORN,1991,FNI,,,2314,204.41,57.57,70
CORN,1991,FNI,,,2315,217.72,58.13,70
CORN,1991,FNI,,,2317,213.11,55.93,72
CORN,1991,FNI,,,2320,217.06,57.67,69.33
CORN,1991,FNI,,,2321,227.34,56.67,72.33
CORN,1991,FNI,,,2323,244.85,56.87,71.33
CORN,1991,FNI,,,2326,207.05,57.97,70.33
CORN,1991,FNI,,,2327,221.59,55.57,72.33
CORN,1991,FNI,,,2328,211.78,55.13,72
CORN,1991,FNI,,,2330,206.51,57.57,69.33
CORN,1991,FNI,,,2331,220.97,56.77,69
CORN,1991,FNI,,,2334,205.41,56.67,71.67
CORN,1991,FNI,,,2341,210.24,57.27,69.67
CORN,1991,FNI,,,2342,221.3,55.6,72.33
CORN,1991,FNI,,,2343,219.18,55.53,70.67
CORN,1991,FNI,,,2344,215.11,56,72.67
CORN,1991,FNI,,,2346,211.59,57.13,70.33
CORN,1991,FNI,,,2349,210.21,56.3,69.33
CORN,1991,FNI,,,2352,215.05,55.67,70.67
CORN,1991,FNI,,,2353,215.26,57.43,69.33
CORN,1991,FNI,,,2354,221.77,55.5,72.67
CORN,1991,FNI,,,2356,229.1,57,69.67
CORN,1991,FNI,,,2361,234.15,55.23,73.33
CORN,1991,FNI,,,2364,216.31,54.63,73.67
CORN,1991,FNI,,,2366,230.97,58.2,68.33
CORN,1991,FNI,,,2367,220.79,57.07,71.33
CORN,1991,FNI,,,2368,217.08,58.1,70.33
CORN,1991,FNI,,,2369,207.41,57.7,71.33
CORN,1991,FNI,,,2371,225.56,58.93,71.67
CORN,1991,FNI,,,2372,210.12,60.07,68.67
CORN,1991,FNI,,,2374,219.75,55.83,71
CORN,1991,FNI,,,2376,222.58,57.5,71
CORN,1991,FNI,,,2377,214.25,56.53,71
CORN,1991,FNI,,,2380,212.23,57.6,68.67
CORN,1991,FNI,,,2384,231.29,55.77,71
CORN,1991,FNI,,,2385,213.8,57.97,70.67
CORN,1991,FNI,,,2389,211.62,57.2,68.67
CORN,1991,FNI,,,2397,232.4,54.03,74
CORN,1991,FNI,,,2398,230.75,56.2,72.33
CORN,1991,FNI,,,2399,225.43,56.2,73.33
CORN,1991,FNI,,,2400,213.58,56.77,73.67
CORN,1991,FNI,,,2401,227.1,56.83,72.67
CORN,1991,FNI,,,2402,219.43,56.27,71
CORN,1991,FNI,,,2403,226.44,56.73,69.33
CORN,1991,FNI,,,2404,219.45,58.47,70
CORN,1991,FNI,,,2405,155.5,61.83,65.67
CORN,1991,FNI,,,9901,218.92,56.75,70.75
CORN,1991,RPI,,,1458,146.43,56.58,69
CORN,1991,RPI,,,1787,170.2,56.83,68.25
CORN,1991,RPI,,,1790,179.91,59.5,67.5
CORN,1991,RPI,,,1891,162.28,59.45,65
CORN,1991,RPI,,,1909,165.02,59.17,66.25
CORN,1991,RPI,,,2006,143.32,59.67,66
CORN,1991,RPI,,,2017,178.71,59.42,66.5
CORN,1991,RPI,,,2018,178.32,58.9,66.75
CORN,1991,RPI,,,2043,185.45,59.03,64
CORN,1991,RPI,,,2044,136.85,58.22,65.5
CORN,1991,RPI,,,2071,165.39,59.38,65
CORN,1991,RPI,,,2073,155.78,59,66
CORN,1991,RPI,,,2084,183.41,60.08,67.75
CORN,1991,RPI,,,2089,174.76,59.4,66.5
CORN,1991,RPI,,,2091,148.33,59.35,66.5
CORN,1991,RPI,,,2093,188.1,57.75,65.25
CORN,1991,RPI,,,2102,173.03,58.08,63.75
CORN,1991,RPI,,,2106,165.28,60.8,63.75
CORN,1991,RPI,,,2110,183.97,58.1,64
CORN,1991,RPI,,,2112,177.63,59.28,64
CORN,1991,RPI,,,2136,152.15,59.67,66.25
CORN,1991,RPI,,,2163,181.1,59.65,63.75
CORN,1991,RPI,,,2164,162.43,59.88,69
CORN,1991,RPI,,,2171,205.69,59.53,64.5
CORN,1991,RPI,,,2188,169.5,59.7,64.5
CORN,1991,RPI,,,2191,158.44,59.53,64
CORN,1991,RPI,,,2194,190.44,59.63,69
CORN,1991,RPI,,,2205,147.87,59.05,65
CORN,1991,RPI,,,2216,159.01,56.88,69
CORN,1991,RPI,,,2217,160.94,59.65,64
CORN,1991,RPI,,,2222,183.47,56.67,64.25
CORN,1991,RPI,,,2234,149.59,56.88,68.25
CORN,1991,RPI,,,2237,167.01,59.1,66.75
CORN,1991,RPI,,,2238,188.46,59.5,63.75
CORN,1991,RPI,,,2247,188.09,59.3,67.25
CORN,1991,RPI,,,2248,173.88,59.35,66
CORN,1991,RPI,,,2252,162.33,58.9,66
CORN,1991,RPI,,,2262,165.97,58.7,64.75
CORN,1991,RPI,,,2267,185,58.83,64.5
CORN,1991,RPI,,,2270,194.19,57.83,64.75
CORN,1991,RPI,,,2275,145.81,58.65,66.25
CORN,1991,RPI,,,2281,158.29,58.08,65.5
CORN,1991,RPI,,,2283,154.51,59.13,68.25
CORN,1991,RPI,,,2284,187.17,58.92,69
CORN,1991,RPI,,,2291,146.94,58.68,68.25
CORN,1991,RPI,,,2293,185.62,59.67,67
CORN,1991,RPI,,,2294,179.43,60.08,65
CORN,1991,RPI,,,2296,180.82,59.42,65.5
CORN,1991,RPI,,,2297,148.53,59.2,66.25
CORN,1991,RPI,,,2301,124.24,59,62
CORN,1991,RPI,,,2302,166.17,58.25,66
CORN,1991,RPI,,,2303,159.92,59.25,67
CORN,1991,RPI,,,2307,154.99,58.78,66.5
CORN,1991,RPI,,,2312,175.21,59.55,64.75
CORN,1991,RPI,,,2314,170.32,59.88,66
CORN,1991,RPI,,,2315,168.89,59.5,66
CORN,1991,RPI,,,2323,182.39,58.18,69
CORN,1991,RPI,,,2326,155.48,59.35,67.25
CORN,1991,RPI,,,2327,157.77,57.8,68
CORN,1991,RPI,,,2330,165.54,59.03,66
CORN,1991,RPI,,,2331,180.59,59.38,64
CORN,1991,RPI,,,2347,138.24,57.5,68.25
CORN,1991,RPI,,,2349,164.12,59.45,69
CORN,1991,RPI,,,2356,155.88,59.35,69
CORN,1991,RPI,,,2371,210.11,59.58,66.25
CORN,1991,RPI,,,2372,191.14,59.2,64.75
CORN,1991,RPI,,,2373,194.93,59.58,60
CORN,1991,RPI,,,2374,200.5,59.15,66.25
CORN,1991,RPI,,,2375,166.44,59.8,66.5
CORN,1991,RPI,,,2376,174.32,59.3,63.75
CORN,1991,RPI,,,2380,180.89,59.2,68.75
CORN,1991,RPI,,,2386,151.05,59.63,60
CORN,1991,RPI,,,2387,186.95,57.83,64.5
CORN,1991,RPI,,,2392,173.01,58.03,69
CORN,1991,RPI,,,2393,163.88,59.58,66
CORN,1991,RPI,,,2397,168.47,56.95,69
CORN,1991,RPI,,,2405,159.43,59.42,60
CORN,1991,RPI,,,9901,169.29,58.95,65.94
CORN,1991,SHI,,,1458,174.36,55,80
CORN,1991,SHI,,,1520,215.06,56.4,78
CORN,1991,SHI,,,1552,216.32,57.95,77
CORN,1991,SHI,,,1787,202.59,54.55,78
CORN,1991,SHI,,,1793,215.05,56.8,81.5
CORN,1991,SHI,,,1798,202.41,55.9,78.5
CORN,1991,SHI,,,1891,204.6,58.85,76.5
CORN,1991,SHI,,,1943,196.28,55.75,77.5
CORN,1991,SHI,,,2017,199.33,59,77.5
CORN,1991,SHI,,,2018,218.24,56.75,78
CORN,1991,SHI,,,2027,222.15,58.2,77.5
CORN,1991,SHI,,,2031,202.21,56.9,77
CORN,1991,SHI,,,2044,197.19,56.15,78.5
CORN,1991,SHI,,,2073,193.84,56.9,77.5
CORN,1991,SHI,,,2089,189.97,59.1,76
CORN,1991,SHI,,,2101,231.11,55.7,83
CORN,1991,SHI,,,2102,217.27,55.8,77
CORN,1991,SHI,,,2110,195.31,57.3,77
CORN,1991,SHI,,,2111,192.8,54.05,78
CORN,1991,SHI,,,2112,199.21,56.9,76.5
CORN,1991,SHI,,,2120,191.95,58,77
CORN,1991,SHI,,,2129,184.37,58.7,76
CORN,1991,SHI,,,2130,163.29,57.7,75
CORN,1991,SHI,,,2131,201.05,57.8,77
CORN,1991,SHI,,,2133,189.29,56.6,78.5
CORN,1991,SHI,,,2134,206.95,56.55,76.5
CORN,1991,SHI,,,2163,192.36,56.95,76.5
CORN,1991,SHI,,,2164,196.2,56.5,79.5
CORN,1991,SHI,,,2171,206.48,57.9,76.5
CORN,1991,SHI,,,2188,199.01,56.5,76
CORN,1991,SHI,,,2191,185.25,56.55,77.5
CORN,1991,SHI,,,2193,200.68,57,76.5
CORN,1991,SHI,,,2194,216.52,58.1,77
CORN,1991,SHI,,,2206,192.29,56,77
CORN,1991,SHI,,,2213,205.69,58.9,77.5
CORN,1991,SHI,,,2216,218.38,53.8,80.75
CORN,1991,SHI,,,2222,182.52,54.8,76.5
CORN,1991,SHI,,,2234,193.4,56.65,78
CORN,1991,SHI,,,2237,206.62,56.35,76.5
CORN,1991,SHI,,,2247,204.73,57.85,77
CORN,1991,SHI,,,2270,203,57.35,76.5
CORN,1991,SHI,,,2285,196.95,58.75,76
CORN,1991,SHI,,,2291,214.69,56.95,81
CORN,1991,SHI,,,2293,195.55,59.7,76
CORN,1991,SHI,,,2294,200.04,58.8,77
CORN,1991,SHI,,,2296,204.68,57.7,77.5
CORN,1991,SHI,,,2297,208.38,58.55,76
CORN,1991,SHI,,,2298,207.99,56.95,77
CORN,1991,SHI,,,2307,202.53,56.45,77
CORN,1991,SHI,,,2314,192.4,57.85,76
CORN,1991,SHI,,,2315,201.33,60.1,76
CORN,1991,SHI,,,2316,208.72,55.35,77.5
CORN,1991,SHI,,,2317,203.59,56.15,79
CORN,1991,SHI,,,2323,199.01,56.25,78
CORN,1991,SHI,,,2334,213.06,57.2,76.5
CORN,1991,SHI,,,2356,189.13,57.85,76
CORN,1991,SHI,,,2371,224.85,58.95,79.5
CORN,1991,SHI,,,2376,192.68,56.45,77.5
CORN,1991,SHI,,,2379,198.94,58.9,77
CORN,1991,SHI,,,2380,196.24,57.85,77
CORN,1991,SHI,,,2389,210.16,57.85,76.5
CORN,1991,SHI,,,2397,197.21,55.35,81
CORN,1991,SHI,,,9901,201.35,57.1,77.5
CORN,1991,THI,,,1458,214.92,56.4,71.25
CORN,1991,THI,,,1744,224.62,61.63,67.75
CORN,1991,THI,,,1783,240.18,61.4,67.75
CORN,1991,THI,,,1787,232.92,59.03,68.75
CORN,1991,THI,,,1790,250.67,62.28,69
CORN,1991,THI,,,1791,257.71,61.55,68
CORN,1991,THI,,,1863,249.09,61.6,68.5
CORN,1991,THI,,,1891,241.49,61.67,68.25
CORN,1991,THI,,,1927,235.55,61.38,67.5
CORN,1991,THI,,,2006,242.38,61.88,68
CORN,1991,THI,,,2017,243.42,61.97,68.25
CORN,1991,THI,,,2018,264.63,60.65,70
CORN,1991,THI,,,2043,255.35,61.7,68
CORN,1991,THI,,,2044,248.89,60.07,69.25
CORN,1991,THI,,,2071,256.1,60.83,68.25
CORN,1991,THI,,,2089,229.65,60.92,68.5
CORN,1991,THI,,,2094,237.28,60.5,67
CORN,1991,THI,,,2102,272.87,59.85,68.75
CORN,1991,THI,,,2106,238.8,62.78,67.75
CORN,1991,THI,,,2112,247.92,60.9,68.25
CORN,1991,THI,,,2117,235.35,60.8,69
CORN,1991,THI,,,2120,249.11,61.78,68.5
CORN,1991,THI,,,2136,242.66,60.88,68
CORN,1991,THI,,,2146,233.25,61.5,68.75
CORN,1991,THI,,,2147,238.17,60.67,69.25
CORN,1991,THI,,,2153,248.9,61.63,68.5
CORN,1991,THI,,,2157,251.75,60.75,67.5
CORN,1991,THI,,,2163,242.55,60.78,67.5
CORN,1991,THI,,,2171,246.69,61.43,68.75
CORN,1991,THI,,,2173,215.61,62.05,65.75
CORN,1991,THI,,,2184,256.24,61.25,69.25
CORN,1991,THI,,,2191,239.82,60.97,68.25
CORN,1991,THI,,,2192,221.86,63.15,66
CORN,1991,THI,,,2194,242.02,61.05,69
CORN,1991,THI,,,2197,237.85,61.08,69
CORN,1991,THI,,,2205,249.89,59.13,68.25
CORN,1991,THI,,,2216,255.44,58.42,72
CORN,1991,THI,,,2221,260.99,59.72,69.75
CORN,1991,THI,,,2222,231.31,56.83,68.25
CORN,1991,THI,,,2225,212.23,61.75,65.25
CORN,1991,THI,,,2234,231.25,59.05,70.5
CORN,1991,THI,,,2238,247.59,61.22,67.5
CORN,1991,THI,,,2244,213.12,59.97,64.75
CORN,1991,THI,,,2246,233.77,61.95,67.25
CORN,1991,THI,,,2255,257.85,61.8,68.75
CORN,1991,THI,,,2260,238.81,61.78,69.25
CORN,1991,THI,,,2270,241.01,61.1,66.25
CORN,1991,THI,,,2273,211.4,60.67,67
CORN,1991,THI,,,2274,214.4,59.88,69.25
CORN,1991,THI,,,2284,248.04,60.22,68.25
CORN,1991,THI,,,2285,258.52,61.08,68
CORN,1991,THI,,,2290,243.72,61.13,67.75
CORN,1991,THI,,,2291,265.78,60.4,73.5
CORN,1991,THI,,,2292,220.74,62.92,65
CORN,1991,THI,,,2293,238.04,62.13,67.75
CORN,1991,THI,,,2294,245.12,60.8,68.5
CORN,1991,THI,,,2296,248.9,60.35,69
CORN,1991,THI,,,2297,238.24,63.08,67
CORN,1991,THI,,,2301,230.34,62.67,66
CORN,1991,THI,,,2302,216.64,59.85,64.75
CORN,1991,THI,,,2303,261.42,59.78,69
CORN,1991,THI,,,2307,237.86,59.38,68.5
CORN,1991,THI,,,2312,248.31,61.28,67.25
CORN,1991,THI,,,2313,220.84,61.67,65.5
CORN,1991,THI,,,2320,234.29,61.75,67
CORN,1991,THI,,,2321,254.46,60.9,72
CORN,1991,THI,,,2323,276.39,60.83,69.75
CORN,1991,THI,,,2329,233.76,59.72,68.5
CORN,1991,THI,,,2330,243.81,61.42,67.25
CORN,1991,THI,,,2333,209.59,61.15,66.5
CORN,1991,THI,,,2334,244.2,59.9,69.25
CORN,1991,THI,,,2335,215.24,61.17,65.5
CORN,1991,THI,,,2336,251.97,61,67.75
CORN,1991,THI,,,2337,250.5,60.28,68
CORN,1991,THI,,,2338,263.3,61,70.5
CORN,1991,THI,,,2339,237.29,60.75,69.25
CORN,1991,THI,,,2340,237.85,61.9,67.75
CORN,1991,THI,,,2341,236.29,60.83,69
CORN,1991,THI,,,2345,265.44,61.05,67.5
CORN,1991,THI,,,2348,243.91,61.03,68.25
CORN,1991,THI,,,2350,258.47,61.13,66.75
CORN,1991,THI,,,2351,273.42,60.5,71
CORN,1991,THI,,,2352,243.56,60.83,69
CORN,1991,THI,,,2353,237.86,60.97,68.75
CORN,1991,THI,,,2355,236.13,60.38,68
CORN,1991,THI,,,2356,242.88,61.22,68.75
CORN,1991,THI,,,2357,191.85,62.47,64.75
CORN,1991,THI,,,2358,207.56,62.75,66.25
CORN,1991,THI,,,2359,237.13,60,68.75
CORN,1991,THI,,,2366,249.78,61.3,67.25
CORN,1991,THI,,,2367,246.3,60.97,69.25
CORN,1991,THI,,,2368,242.18,61.67,68.75
CORN,1991,THI,,,2369,246.77,61.6,68.75
CORN,1991,THI,,,2370,238.1,60.95,69.5
CORN,1991,THI,,,2372,230.99,61.6,67.25
CORN,1991,THI,,,2374,231.27,60.78,69.25
CORN,1991,THI,,,2375,239.02,63,68
CORN,1991,THI,,,2377,246.01,60.13,68.5
CORN,1991,THI,,,2378,243.69,60.65,68
CORN,1991,THI,,,2385,248.93,60.4,69
CORN,1991,THI,,,2386,177.24,62.75,64
CORN,1991,THI,,,2389,247.5,61.03,68
CORN,1991,THI,,,2405,171.29,62.72,63.25
CORN,1991,THI,,,9901,239.75,61,68.12
CORN,1992,FNI,,,1150,242.16,55.57,88
CORN,1992,FNI,,,1234,227.34,56.07,86.33
CORN,1992,FNI,,,1458,236.18,52.17,91.33
CORN,1992,FNI,,,1793,258.75,54.4,91
CORN,1992,FNI,,,1891,241.72,58.2,84.33
CORN,1992,FNI,,,1909,239.28,57.13,85
CORN,1992,FNI,,,1922,249.82,58.33,85.33
CORN,1992,FNI,,,2005,236.29,56.23,84.67
CORN,1992,FNI,,,2017,234.43,58,83
CORN,1992,FNI,,,2018,254.01,55.3,88.33
CORN,1992,FNI,,,2031,234.28,55.97,84.67
CORN,1992,FNI,,,2071,213.24,56.87,84.67
CORN,1992,FNI,,,2073,237.53,57.8,86.33
CORN,1992,FNI,,,2081,253.75,55.7,86.67
CORN,1992,FNI,,,2082,244.44,55.77,85.33
CORN,1992,FNI,,,2089,233.94,57.13,85.33
CORN,1992,FNI,,,2102,232.24,56.07,86
CORN,1992,FNI,,,2104,243.3,57.6,87
CORN,1992,FNI,,,2112,247.43,56.47,84.33
CORN,1992,FNI,,,2146,226.88,57.67,86.33
CORN,1992,FNI,,,2147,219.09,56.5,89.33
CORN,1992,FNI,,,2163,226.97,56.2,86.67
CORN,1992,FNI,,,2171,227.4,56.27,86.67
CORN,1992,FNI,,,2184,234.7,56.23,87
CORN,1992,FNI,,,2185,261.37,53.1,83.67
CORN,1992,FNI,,,2193,231.31,56.17,86.33
CORN,1992,FNI,,,2194,241.37,56.27,87
CORN,1992,FNI,,,2208,232.05,56.13,86
CORN,1992,FNI,,,2221,238.03,52.4,89.33
CORN,1992,FNI,,,2238,222.11,58.03,82
CORN,1992,FNI,,,2247,253.56,57.57,85.33
CORN,1992,FNI,,,2248,228.19,56.73,87
CORN,1992,FNI,,,2252,232.27,55.27,89
CORN,1992,FNI,,,2254,255.16,56.77,85
CORN,1992,FNI,,,2275,257.75,57.1,89.67
CORN,1992,FNI,,,2278,251.63,57.4,84
CORN,1992,FNI,,,2291,235.65,54.3,91.33
CORN,1992,FNI,,,2297,247.74,58.97,81.67
CORN,1992,FNI,,,2298,238.23,58.03,84.33
CORN,1992,FNI,,,2303,238.14,55.7,85
CORN,1992,FNI,,,2305,270.82,55.67,85
CORN,1992,FNI,,,2307,244.63,54.97,86.67
CORN,1992,FNI,,,2308,255.04,53.17,87.67
CORN,1992,FNI,,,2309,262.07,56.1,90
CORN,1992,FNI,,,2323,252.74,57.23,85
CORN,1992,FNI,,,2334,243.12,56.3,86.67
CORN,1992,FNI,,,2336,238.32,57.03,85
CORN,1992,FNI,,,2337,228.73,56.33,86
CORN,1992,FNI,,,2338,249.67,55.63,88
CORN,1992,FNI,,,2339,234.31,55.97,87
CORN,1992,FNI,,,2342,229.8,55.13,90.33
CORN,1992,FNI,,,2344,227.49,53.87,91
CORN,1992,FNI,,,2349,224,55.27,86
CORN,1992,FNI,,,2351,254.27,55,89.33
CORN,1992,FNI,,,2354,238.02,55.03,89.33
CORN,1992,FNI,,,2356,236.24,56.8,82.67
CORN,1992,FNI,,,2364,260.79,54.27,88.67
CORN,1992,FNI,,,2366,236.2,56.8,84.33
CORN,1992,FNI,,,2368,220.83,56.93,88
CORN,1992,FNI,,,2371,237.65,59.3,87.67
CORN,1992,FNI,,,2380,235.95,56.8,86
CORN,1992,FNI,,,2382,241.74,55.93,90.67
CORN,1992,FNI,,,2389,222.65,56.33,84.67
CORN,1992,FNI,,,2397,227.8,52.87,90
CORN,1992,FNI,,,2405,212.71,58.77,78.67
CORN,1992,FNI,,,2461,222.13,56.57,84.67
CORN,1992,FNI,,,2462,205.35,52.7,92.33
CORN,1992,FNI,,,2467,246.95,53.63,91.33
CORN,1992,FNI,,,2470,236.92,54.07,91
CORN,1992,FNI,,,2471,249.43,56.1,90.67
CORN,1992,FNI,,,2472,240.52,57.07,88
CORN,1992,FNI,,,2473,228.23,54.97,91.33
CORN,1992,FNI,,,2475,245.79,56.57,87
CORN,1992,FNI,,,2476,228.99,57.93,86
CORN,1992,FNI,,,2477,250.21,56.13,90.33
CORN,1992,FNI,,,2479,224.13,56.67,85.33
CORN,1992,FNI,,,2481,215.98,56.33,86.67
CORN,1992,FNI,,,2482,269.05,55.4,89.33
CORN,1992,FNI,,,2483,239.22,55.67,86.67
CORN,1992,FNI,,,2484,243.89,56.33,87.67
CORN,1992,FNI,,,2489,256.46,56.1,88.33
CORN,1992,FNI,,,2490,228.2,56.23,84.67
CORN,1992,FNI,,,2491,272.76,52.67,90
CORN,1992,FNI,,,2493,246.1,55.2,91.33
CORN,1992,FNI,,,2494,239.52,55.17,91
CORN,1992,FNI,,,2498,246.32,56.17,89.33
CORN,1992,FNI,,,2503,226.86,56.23,85.67
CORN,1992,FNI,,,2507,244.99,54.3,90.67
CORN,1992,FNI,,,2508,244.11,55.23,89.33
CORN,1992,FNI,,,2509,231.18,55.37,84
CORN,1992,FNI,,,2511,220.58,55.27,85.67
CORN,1992,FNI,,,2512,232.79,54.27,91.33
CORN,1992,FNI,,,2515,230.39,54.93,85.33
CORN,1992,FNI,,,2517,232.55,59.5,86.33
CORN,1992,FNI,,,2520,232.66,55.97,86
CORN,1992,FNI,,,2521,238.23,55.73,87.33
CORN,1992,FNI,,,2523,242.02,54.47,90
CORN,1992,FNI,,,2525,242.8,56.07,90
CORN,1992,FNI,,,2529,237.33,57.33,84.67
CORN,1992,FNI,,,2530,221.52,55.13,88.67
CORN,1992,FNI,,,2531,240.57,56.3,84
CORN,1992,FNI,,,2533,240.73,55.23,88.33
CORN,1992,FNI,,,2534,241.3,53.67,91
CORN,1992,FNI,,,2536,240.41,55.1,89.33
CORN,1992,FNI,,,2537,246.24,55.63,85.33
CORN,1992,FNI,,,2539,227.23,54.83,90.33
CORN,1992,FNI,,,2540,235.59,55.83,87.33
CORN,1992,FNI,,,2542,231.33,54.73,84
CORN,1992,FNI,,,2543,239.38,54.57,90
CORN,1992,FNI,,,2544,259.24,55.53,87.33
CORN,1992,FNI,,,2546,249.93,57.27,87
CORN,1992,FNI,,,2548,222.63,55.5,89.67
CORN,1992,FNI,,,2549,216.57,56.8,88.67
CORN,1992,FNI,,,2560,230.8,54.7,89
CORN,1992,FNI,,,2562,246.01,57.13,86.33
CORN,1992,FNI,,,2563,241.95,54.2,88.67
CORN,1992,FNI,,,2787,238.19,56.47,85.33
CORN,1992,FNI,,,9901,238.53,55.91,87.22
CORN,1992,FRD,,,1234,173.51,55.23,67.75
CORN,1992,FRD,,,1458,162.4,54.53,68.75
CORN,1992,FRD,,,1793,184.04,55.7,71
CORN,1992,FRD,,,1810,185.45,58.1,65.75
CORN,1992,FRD,,,1891,172.51,57.63,66
CORN,1992,FRD,,,1945,173.56,58.2,66
CORN,1992,FRD,,,1989,174.73,57.33,66
CORN,1992,FRD,,,2017,174.04,57.93,66
CORN,1992,FRD,,,2018,191.48,56.23,66.75
CORN,1992,FRD,,,2027,190.12,58.23,67.5
CORN,1992,FRD,,,2089,178.54,57.9,65.75
CORN,1992,FRD,,,2101,184.09,56.03,70.5
CORN,1992,FRD,,,2102,192.34,54.53,66.25
CORN,1992,FRD,,,2106,162,56.77,65.5
CORN,1992,FRD,,,2112,179.87,57.33,65.25
CORN,1992,FRD,,,2120,182.61,57.6,66.5
CORN,1992,FRD,,,2164,180.07,58.07,68
CORN,1992,FRD,,,2171,169.11,54.9,66
CORN,1992,FRD,,,2181,175.3,57.57,66
CORN,1992,FRD,,,2189,176.83,56.7,66.5
CORN,1992,FRD,,,2194,185.17,57.8,66.25
CORN,1992,FRD,,,2222,197.64,54,65.75
CORN,1992,FRD,,,2224,176.8,58.03,66
CORN,1992,FRD,,,2275,184.71,57.13,69.5
CORN,1992,FRD,,,2291,175.27,56.27,69.5
CORN,1992,FRD,,,2297,192.49,57.47,64.5
CORN,1992,FRD,,,2298,193.21,56.97,66
CORN,1992,FRD,,,2307,200.11,56.47,66.75
CORN,1992,FRD,,,2309,185.68,57.1,69
CORN,1992,FRD,,,2319,182.99,57.17,65.25
CORN,1992,FRD,,,2344,190.61,56.63,69
CORN,1992,FRD,,,2347,192.93,55.43,68.25
CORN,1992,FRD,,,2358,157.57,56.83,64
CORN,1992,FRD,,,2359,172.68,56.83,66.25
CORN,1992,FRD,,,2370,161.09,57.63,66.75
CORN,1992,FRD,,,2371,200.33,59.1,68
CORN,1992,FRD,,,2373,179.59,57.3,64.5
CORN,1992,FRD,,,2389,177.69,57.2,66
CORN,1992,FRD,,,2464,178.86,58.4,65.75
CORN,1992,FRD,,,2466,180.43,55.93,68.75
