crop,year,site,brand,genotype,pcode,yield_bu_ac,tw_lb_bu,silking_date
CORN,2008,SHD,TRIUMPH,1608VT3,4548,157.4829,53.27309,57.66960555
CORN,2008,SHD,TRIUMPH,8607CbRR,4551,135.1386,54.74343,56.28482646
CORN,2008,SHD,MAT CHK,MID-NC+5392B,4556,162.5736,55.31765,56.99780359
CORN,2008,SHD,DYNA-GRO,57R91,4566,168.6666,55.48927,57.17364556
CORN,2008,SHD,DYNA-GRO,57V30,4567,150.4423,55.72543,56.95750159
CORN,2008,SHD,DYNA-GRO,57V07,4571,145.7073,54.04569,57.32098559
CORN,2008,SHD,DYNA-GRO,57V21,4574,158.3153,54.35325,57.76830041
CORN,2008,SHD,PFISTER,2424Hx1-RR,4585,147.1808,56.08259,56.54698049
CORN,2008,SHD,PFISTER,2570VT3,4586,151.8141,56.03687,58.35236962
CORN,2008,SHD,PFISTER,2675RW-Bt,4587,162.9614,55.62938,57.37368738
CORN,2008,SHD,PFISTER,2756VT3,4588,180.7446,53.63757,57.21815837
CORN,2008,SHD,PFISTER,3366VT3,4589,160.2942,54.61655,57.48626122
CORN,2008,SHD,PFISTER,2445HXT,4590,153.3098,54.81566,57.14946454
CORN,2008,SHD,KRUGER,K-6008VT3,4602,153.2432,55.99082,54.15854595
CORN,2008,SHD,KRUGER,K-6210TS,4603,155.7762,55.58737,56.29231438
CORN,2008,SHD,KRUGER,K-7010YG+,4604,175.9986,55.28769,56.86327885
CORN,2008,SHD,KRUGER,K-6011TS,4605,134.5614,55.28049,56.6779122
CORN,2008,SHD,KRUGER,K-6411VT3,4606,159.3555,54.59793,56.7217988
CORN,2008,SHD,KRUGER,K-8112HX,4607,182.4449,54.83927,57.11750728
CORN,2008,SHD,KRUGER,K-6212TS,4608,151.327,56.32131,57.85338552
CORN,2008,SHD,KRUGER,K-6013VT3,4609,173.509,55.53442,56.38935508
CORN,2008,SHD,KRUGER,K-6213VT3,4610,168.3424,55.63632,56.27634391
CORN,2008,SHD,KRUGER,K-9414RR/HXT,4611,169.4235,55.90941,57.35239507
CORN,2008,SHD,KRUGER,K-6114VT3,4612,183.7619,57.22834,56.29464131
CORN,2008,SHD,KRUGER,K-2115RR/YGCB,4613,145.7512,55.85306,56.18196661
CORN,2008,SHD,KRUGER,K-5116YGCB,4614,168.3763,55.50832,55.77480615
CORN,2008,SHD,PRODUCERS,7514VT3,4622,133.6648,54.41639,56.94146394
CORN,2008,SHD,MYCOGEN,2T826,4625,182.3489,55.37642,59.18322989
CORN,2008,SHD,MYCOGEN,2T783,4626,166.1809,54.12518,58.36269763
CORN,2008,SHD,MYCOGEN,2T804,4627,151.3301,55.52531,58.22854863
CORN,2008,SHD,MIDLAND,MG 658HL,4629,184.0738,54.5871,57.00480128
CORN,2008,SHD,MIDLAND,MG 779BT,4630,146.2258,54.7794,57.5236606
CORN,2008,SHD,RENZE,5X347HXT/LL,4654,168.7336,54.99508,57.72123572
CORN,2008,SHD,RENZE,5X389HXT/LL,4655,160.5939,55.11585,58.35756177
CORN,2008,SHD,RENZE,1526VT3,4656,163.5093,55.30139,58.09102503
CORN,2008,SHD,RENZE,1399VT3,4657,175.2373,54.60578,57.11666823
CORN,2008,SHD,RENZE,5X479HXT/LL,4659,172.2573,53.68071,58.23055968
CORN,2008,SHD,RENZE,1499VT3,4660,166.4504,54.49583,57.44104721
CORN,2008,SHD,DEKALB,DKC61-69,4667,174.0914,55.52974,54.91545411
CORN,2008,SHD,PHILLIPS,795YGCB,4677,194.8772,54.47154,57.19731852
CORN,2008,SHD,PHILLIPS,793VT3,4678,143.3122,54.70657,55.45959524
CORN,2008,SHD,FONTANELLE,8T169,4679,175.7832,56.2577,57.66801835
CORN,2008,SHD,FONTANELLE,8T141,4680,163.5691,55.86974,57.31698452
CORN,2008,SHD,FONTANELLE,8B467,4682,174.7882,56.4121,56.70897674
CORN,2008,SHD,NC+,4252VT3,4686,174.4799,55.16759,55.87441243
CORN,2008,SHD,TAYLOR,2230,4694,175.6503,54.21877,57.6357036
CORN,2008,SHD,TAYLOR,C-113-08,4697,164.6687,56.19206,57.2496729
CORN,2008,SHD,,MEAN,9901,162.092,55.11209,57.07965459
CORN,2008,SHI,FONTANELLE,7951YGCB,3776,210.6701,58.375,69
CORN,2008,SHI,MIDLAND,MG 7A28BR,3896,207.2997,57.4,71.5
CORN,2008,SHI,MIDLAND,MG 436Bt,4016,212.3278,58.1,69.5
CORN,2008,SHI,DYNA-GRO,57F37,4108,204.4078,57.85,69.75
CORN,2008,SHI,MAT CHK,FULL-R8526YGCB,4113,203.5464,58.4,71
CORN,2008,SHI,MAT CHK,SHRT-DKC50-20,4120,150.2164,56.925,65.5
CORN,2008,SHI,PHILLIPS,7B15RRYGCB,4124,226.6407,58.65,69.75
CORN,2008,SHI,DYNA-GRO,57B94,4178,204.4188,58.8,68.25
CORN,2008,SHI,KRUGER,K-8616Hx,4227,194.9952,58,70.75
CORN,2008,SHI,MIDLAND,MG 7A58BR,4254,206.0362,58.35,71
CORN,2008,SHI,MIDLAND,MG 697Bt,4255,199.0863,57.725,69
CORN,2008,SHI,MIDLAND,MG 417Bt,4256,198.6774,57.925,68.25
CORN,2008,SHI,TAYLOR,2260,4330,220.7677,57.325,69.5
CORN,2008,SHI,DEKALB,DKC63-42,4344,189.3787,57.375,68.5
CORN,2008,SHI,FONTANELLE,8K339,4392,202.7122,58.475,68
CORN,2008,SHI,MYCOGEN,2Y737,4413,192.9383,59.85,70.75
CORN,2008,SHI,PREMIUM,P246Bt,4429,193.4604,58.85,69
CORN,2008,SHI,PREMIUM,P249Bt,4430,207.7358,58.325,71
CORN,2008,SHI,KRUGER,K-6111TS,4470,184.4755,58.7,68.5
CORN,2008,SHI,KRUGER,K-6412VT3,4472,193.252,60.3,68
CORN,2008,SHI,KRUGER,K-6015VT3,4480,202.0993,59.475,68.75
CORN,2008,SHI,KRUGER,K-6517TS,4482,192.0351,58.95,70
CORN,2008,SHI,DYNA-GRO,57V44,4487,206.4372,58.325,70
CORN,2008,SHI,PHILLIPS,784VT3,4535,207.1272,57.725,69.5
CORN,2008,SHI,TRIUMPH,1608VT3,4548,210.5757,57.35,70
CORN,2008,SHI,MAT CHK,MID-NC+5392B,4556,178.6198,58.925,68
CORN,2008,SHI,DYNA-GRO,57V77,4564,195.2262,57.425,68.75
CORN,2008,SHI,DYNA-GRO,57R91,4566,188.9237,58.55,70.5
CORN,2008,SHI,DYNA-GRO,57V30,4567,174.0178,59.225,68.75
CORN,2008,SHI,DYNA-GRO,57V07,4571,213.6148,57.5,69
CORN,2008,SHI,DYNA-GRO,57V62,4573,186.8771,58.675,68.5
CORN,2008,SHI,DYNA-GRO,57V21,4574,202.0631,57.925,69.5
CORN,2008,SHI,AGRIGOLD,A6479VT3,4578,199.4309,58.725,70
CORN,2008,SHI,AGRIGOLD,A6633VT3,4582,208.462,57.45,69
CORN,2008,SHI,AGRIGOLD,A6594VT3,4583,195.0575,58.175,69
CORN,2008,SHI,AGRIGOLD,A6632VT3,4584,206.1277,58.1,69
CORN,2008,SHI,PFISTER,2424Hx1-RR,4585,161.6563,58.375,70
CORN,2008,SHI,PFISTER,2570VT3,4586,207.5656,58.3,68.75
CORN,2008,SHI,PFISTER,2675RW-Bt,4587,214.0625,58.025,70
CORN,2008,SHI,PFISTER,2756VT3,4588,212.2062,57.15,69.75
CORN,2008,SHI,PFISTER,3366VT3,4589,208.8426,58,69.75
CORN,2008,SHI,PFISTER,2445HXT,4590,185.5423,57.425,70.75
CORN,2008,SHI,KRUGER,K-6008VT3,4602,181.0207,57.975,67
CORN,2008,SHI,KRUGER,K-6210TS,4603,195.2542,59.05,69.25
CORN,2008,SHI,KRUGER,K-7010YG+,4604,203.3793,59.25,71
CORN,2008,SHI,KRUGER,K-6011TS,4605,174.5301,58.45,68.75
CORN,2008,SHI,KRUGER,K-6411VT3,4606,188.7103,57.075,68.25
CORN,2008,SHI,KRUGER,K-8112HX,4607,211.5009,58.25,71
CORN,2008,SHI,KRUGER,K-6212TS,4608,181.219,59.15,68.5
CORN,2008,SHI,KRUGER,K-6013VT3,4609,211.522,59.425,68.25
CORN,2008,SHI,KRUGER,K-6213VT3,4610,202.6122,57.8,68
CORN,2008,SHI,KRUGER,K-9414RR/HXT,4611,209.9304,57.925,70.5
CORN,2008,SHI,KRUGER,K-6114VT3,4612,208.2554,59.425,69
CORN,2008,SHI,KRUGER,K-2115RR/YGCB,4613,182.122,59.325,68.25
CORN,2008,SHI,KRUGER,K-5116YGCB,4614,218.5416,58.225,68.25
CORN,2008,SHI,PRODUCERS,7325VT3,4619,218.0985,57.9,70.25
CORN,2008,SHI,PRODUCERS,7394VT3,4620,200.0972,57.75,70
CORN,2008,SHI,PRODUCERS,7414VT3,4621,208.8651,57.575,68.75
CORN,2008,SHI,PRODUCERS,7624VT3,4623,204.8532,58.375,68.75
CORN,2008,SHI,MYCOGEN,2T826,4625,194.9178,59.15,72.5
CORN,2008,SHI,MYCOGEN,2T783,4626,219.449,57.9,70.5
CORN,2008,SHI,MYCOGEN,2T804,4627,215.8772,59.325,71.25
CORN,2008,SHI,MIDLAND,MG 658HL,4629,205.5234,57.875,69.75
CORN,2008,SHI,MIDLAND,MG 779BT,4630,210.8451,58.625,70
CORN,2008,SHI,RENZE,5X347HXT/LL,4654,199.7002,58.075,71.25
CORN,2008,SHI,RENZE,5X389HXT/LL,4655,198.7652,56.975,72
CORN,2008,SHI,RENZE,1526VT3,4656,205.9924,58.725,71
CORN,2008,SHI,RENZE,1399VT3,4657,211.266,57.925,70.5
CORN,2008,SHI,RENZE,7409RR2,4658,181.5637,59.375,69
CORN,2008,SHI,RENZE,5X479HXT/LL,4659,225.2191,58.25,69.75
CORN,2008,SHI,RENZE,1499VT3,4660,203.1121,58.25,69.75
CORN,2008,SHI,PHILLIPS,795YGCB,4677,221.8017,58.05,69.5
CORN,2008,SHI,PHILLIPS,793VT3,4678,187.962,57.5,68
CORN,2008,SHI,FONTANELLE,8T169,4679,192.0319,59.675,69.75
CORN,2008,SHI,FONTANELLE,8T141,4680,212.736,58.6,69.25
CORN,2008,SHI,FONTANELLE,7T231,4681,200.392,57.125,69.5
CORN,2008,SHI,FONTANELLE,8B467,4682,213.4868,57.975,68.75
CORN,2008,SHI,TAYLOR,2230,4694,203.6717,58.075,71
CORN,2008,SHI,,MEAN,9901,200.8261,58.28013,69.49358974
CORN,2008,SHI,,CV,9902,6.868046,0.980509,1.362348525
CORN,2008,THI,FONTANELLE,7951YGCB,3776,267.6427,52.925,72.75
CORN,2008,THI,MIDLAND,MG 7A28BR,3896,255.2775,51.875,74
CORN,2008,THI,TRIUMPH,1536VT3,3927,250.3674,55.675,72.75
CORN,2008,THI,DYNA-GRO,57F37,4108,273.3708,54.825,73.75
CORN,2008,THI,MAT CHK,FULL-R8526YGCB,4113,267.4018,54.375,74.25
CORN,2008,THI,MAT CHK,SHRT-DKC50-20,4120,253.1412,56.175,72.5
CORN,2008,THI,PHILLIPS,7B15RRYGCB,4124,268.7927,54.225,73.25
CORN,2008,THI,MIDLAND,MG 697Bt,4255,246.8905,53.375,74
CORN,2008,THI,MIDLAND,MG 417Bt,4256,266.9557,53.375,73.25
CORN,2008,THI,MIDLAND,MG 126Bt,4257,261.3699,52.625,71.25
CORN,2008,THI,MYCOGEN,2C727,4310,261.6813,53.35,71.75
CORN,2008,THI,DYNA-GRO,57T61,4372,283.6076,52.925,74.25
CORN,2008,THI,PRODUCERS,7134VT3,4377,260.1647,52.1,73.25
CORN,2008,THI,STINE,9724RRYGCB,4441,272.8557,53.425,71.25
CORN,2008,THI,STINE,9806RRYGCR,4442,273.5252,52.775,73.75
CORN,2008,THI,NC+,5453VT3,4450,253.6109,55.45,72.75
CORN,2008,THI,MIDWEST SEED,80404VT3,4456,260.3127,55.2,72
CORN,2008,THI,DYNA-GRO,57V05,4488,262.1567,52.6,74.75
CORN,2008,THI,NUTECH,0C-413 YGCB,4519,265.3563,53.85,72.75
CORN,2008,THI,NUTECH,3T-115 VT3,4526,278.6144,52.675,72
CORN,2008,THI,PHILLIPS,784VT3,4535,254.7346,53.475,71.25
CORN,2008,THI,TRIUMPH,1608VT3,4548,256.8549,52.7,73.5
CORN,2008,THI,MAT CHK,MID-NC+5392B,4556,255.5852,56.125,72
CORN,2008,THI,DYNA-GRO,58V72,4562,258.8895,52.175,72.5
CORN,2008,THI,DYNA-GRO,57V77,4564,261.5045,54.675,73
CORN,2008,THI,DYNA-GRO,57R91,4566,204.4805,53.975,72.75
CORN,2008,THI,DYNA-GRO,57K41,4569,267.7561,53.3,73
CORN,2008,THI,DYNA-GRO,57P56,4570,242.0544,56.25,73.25
CORN,2008,THI,DYNA-GRO,57V07,4571,269.7369,53.75,72.25
CORN,2008,THI,DYNA-GRO,CXO8514,4572,276.1328,54.3,72
CORN,2008,THI,DYNA-GRO,57V62,4573,259.3449,55.35,73.5
CORN,2008,THI,DYNA-GRO,57V21,4574,259.4531,52.85,74.25
CORN,2008,THI,LG SEEDS,LG2619VT3,4591,254.9742,53.75,72.25
CORN,2008,THI,LG SEEDS,LG2641VT3,4592,261.5025,54.95,74.75
CORN,2008,THI,LG SEEDS,LG2620VT3,4593,269.9401,54.2,72.25
CORN,2008,THI,LG SEEDS,LG2642VT3,4594,264.5251,52.7,71.25
CORN,2008,THI,PRODUCERS,7374VT3,4618,271.4063,53.675,72.25
CORN,2008,THI,PRODUCERS,7325VT3,4619,277.5051,54.025,74
CORN,2008,THI,PRODUCERS,7414VT3,4621,278.5732,53.1,72.75
CORN,2008,THI,PRODUCERS,7624VT3,4623,267.1276,53.075,72.25
CORN,2008,THI,MYCOGEN,2T783,4626,263.3357,54.8,74.75
CORN,2008,THI,MYCOGEN,2T804,4627,274.3445,54.275,73
CORN,2008,THI,MIDLAND,MG 779BT,4630,267.8406,52.85,74.5
CORN,2008,THI,OTTILIE,4971VT3,4643,269.7383,54.475,73
CORN,2008,THI,OTTILIE,5441VT3,4644,260.3805,54.2,71.5
CORN,2008,THI,OTTILIE,5411VT3,4645,250.166,53.825,72.75
CORN,2008,THI,OTTILIE,EXP 11308-1BT,4646,287.5305,53.75,73
CORN,2008,THI,DEKALB,DKC45-79,4661,242.6953,56.3,71.5
CORN,2008,THI,DEKALB,DKC52-59,4664,258.5853,55.675,73.25
CORN,2008,THI,DEKALB,DKC54-20,4665,261.2944,56.65,72.25
CORN,2008,THI,DEKALB,DKC55-24,4666,259.3318,56.05,72.25
CORN,2008,THI,DEKALB,DKC61-69,4667,274.1077,54.8,70.75
CORN,2008,THI,DEKALB,DKC62-29,4668,267.7957,56,72.5
CORN,2008,THI,STINE,9725VT3,4671,260.1111,53.875,73.25
CORN,2008,THI,PHILLIPS,795YGCB,4677,275.3301,54.15,73.5
CORN,2008,THI,FONTANELLE,8T169,4679,256.5914,53.925,73.25
CORN,2008,THI,FONTANELLE,8T141,4680,263.0936,53.75,72.25
CORN,2008,THI,FONTANELLE,7T231,4681,250.0201,53.95,74.25
CORN,2008,THI,FONTANELLE,8B467,4682,273.496,55.575,73
CORN,2008,THI,NC+,4252VT3,4686,249.2291,53.475,73.25
CORN,2008,THI,NC+,5393VT3,4688,270.8457,54.175,72.5
CORN,2008,THI,NC+,76995S,4690,255.4204,54.2,73.5
CORN,2008,THI,MIDWEST SEED,76485VT3,4692,263.0913,54.85,73.75
CORN,2008,THI,MIDWEST SEED,79123VT3,4693,229.1926,53.85,72.5
CORN,2008,THI,NUTECH,3T-311 VT3,4707,252.4572,54.425,74.5
CORN,2008,THI,NUTECH,5X-512 RR/HXT,4709,246.4224,54.825,73.75
CORN,2008,THI,NUTECH,3C-414 RR/YGCB,4712,266.0727,52.675,73.75
CORN,2008,THI,NUTECH,3T-514 VT3,4713,256.0908,51.95,74.5
CORN,2008,THI,NUTECH,3T-315 VT3,4714,259.147,52.375,73.25
CORN,2008,THI,NUTECH,3P-316 RR/YGPL,4715,239.2525,53.375,72.75
CORN,2008,THI,NUTECH,1B-516 CB/LL,4716,270.6823,52.825,75.75
CORN,2008,THI,NUTECH,3T-616 VT3,4717,253.5817,55.975,74.25
CORN,2008,THI,NUTECH,3C-317 RR/YGCB,4718,269.6932,54.425,76
CORN,2008,THI,G2 GEN. by NUTECH,OA-508,4724,219.5136,56.9,70.5
CORN,2008,THI,G2 GEN. by NUTECH,1H-911 HX/LL,4725,261.267,56.975,73.5
CORN,2008,THI,G2 GEN. by NUTECH,0A-615,4730,269.3724,53.525,71.75
CORN,2008,THI,G2 GEN. by NUTECH,1H-715 HX/LL,4731,254.0336,54.725,74
CORN,2008,THI,G2 GEN. by NUTECH,1X-716 HXT/LL,4733,251.6301,54.225,74.75
CORN,2008,THI,NC+,4022VT3,4743,259.7557,54.5,72.5
CORN,2008,THI,,MEAN,9901,260.8572,54.11804,73.04746835
CORN,2008,THI,,CV,9902,8.230998,3.854465,2.366229948
CORN,2009,FNI,MIDLAND,7A28BRW,3896,171.4064,51.925,70
CORN,2009,FNI,MIDLAND,436BRW,4016,201.1157,56.575,65.25
CORN,2009,FNI,MAT CHK,FULL-R8526YGCB,4113,145.3803,57.45,63.25
CORN,2009,FNI,MIDLAND, 417BRW,4256,195.2116,55.325,64.25
CORN,2009,FNI,PRODUCERS,7134VT3,4377,217.47,54.95,63.5
CORN,2009,FNI,STINE,9806VT3,4442,190.8129,53.925,64.25
CORN,2009,FNI,PHILLIPS,784VT3,4535,197.5385,54.05,66.25
CORN,2009,FNI,MAT CHK,MID-NC+5392B,4556,201.8098,56.425,64.25
CORN,2009,FNI,DYNA-GRO,57V07,4571,199.3273,54.35,64.5
CORN,2009,FNI,DYNA-GRO,57V21,4574,190.0888,54.9,65.75
CORN,2009,FNI,LG SEEDS,LG2641VT3,4592,204.832,54.35,64.25
CORN,2009,FNI,LG SEEDS,LG2642VT3,4594,201.7933,53.15,64.75
CORN,2009,FNI,PRODUCERS,7394VT3,4620,199.7219,55.075,65.25
CORN,2009,FNI,PRODUCERS,7414VT3,4621,192.5717,54.625,64
CORN,2009,FNI,PRODUCERS,7624VT3,4623,220.1733,52.975,65
CORN,2009,FNI,MIDLAND,658HLRW,4629,150.243,56.525,68
CORN,2009,FNI,OTTILIE,5441VT3,4644,203.1476,55.425,66.5
CORN,2009,FNI,OTTILIE,5411VT3,4645,197.4956,53.875,65.75
CORN,2009,FNI,OTTILIE,5341VT3,4646,189.9175,55.65,65.25
CORN,2009,FNI,DEKALB,DKC50-44,4663,175.8678,57.45,61.5
CORN,2009,FNI,PHILLIPS,795VT3,4677,191.3757,55.025,66
CORN,2009,FNI,FONTANELLE,8T169,4679,200.9609,55.85,65.75
CORN,2009,FNI,FONTANELLE,8T468,4749,208.5168,56.3,63.25
CORN,2009,FNI,FONTANELLE,7T728,4751,193.2256,57.55,60.5
CORN,2009,FNI,DYNA-GRO,57V40,4766,181.6246,56.675,63.5
CORN,2009,FNI,DYNA-GRO,57V38,4767,188.8394,55.275,65.75
CORN,2009,FNI,DYNA-GRO,V5373VT3,4768,202.145,53.475,65.25
CORN,2009,FNI,DYNA-GRO,58V72,4769,173.2073,52.925,67.5
CORN,2009,FNI,STINE,9726VT3,4771,208.1557,54.7,65.75
CORN,2009,FNI,OTTILIE,5121VT3,4773,193.1895,55.85,65.75
CORN,2009,FNI,MIDLAND,670BRW,4776,201.3899,52.675,65.25
CORN,2009,FNI,PRODUCERS,7014VT3,4778,218.5617,53.95,65.25
CORN,2009,FNI,MYCOGEN,2V732,4866,192.7204,55.525,64.75
CORN,2009,FNI,MYCOGEN,2C730,4868,197.3888,56.45,65.5
CORN,2009,FNI,MYCOGEN,2T789,4869,202.4759,56.75,66.5
CORN,2009,FNI,MYCOGEN,2T832,4871,218.1071,54.75,67.75
CORN,2009,FNI,TRIUMPH,7514X,4876,189.2074,56.1,66.5
CORN,2009,FNI,TRIUMPH,1420V,4877,191.6126,52.425,65.25
CORN,2009,FNI,TRIUMPH,1305X,4878,180.6764,53.85,62.5
CORN,2009,FNI,TRIUMPH,TRX91414,4879,200.1457,53.15,64.75
CORN,2009,FNI,TRIUMPH,1204V,4883,188.8992,54.95,65.5
CORN,2009,FNI,,MEAN,9901,194.35,54.95549,65.12195122
CORN,2009,FRD,MIDLAND,7A28BRW,3896,117.5007,54.3,64
CORN,2009,FRD,MIDLAND,436BRW,4016,102.3695,56.2875,62.5
CORN,2009,FRD,MAT CHK,FULL-R8526YGCB,4113,109.0929,57.95,62.75
CORN,2009,FRD,MIDLAND, 417BRW,4256,105.2492,55.1325,60.25
CORN,2009,FRD,TAYLOR,2260Hx,4330,80.50456,55.965,62.5
CORN,2009,FRD,RENZE,5347HX1/LL,4380,126.2382,54.965,63.5
CORN,2009,FRD,KRUGER,K-6412VT3,4472,60.59228,56.505,60.25
CORN,2009,FRD,KRUGER,K-6015VT3,4480,116.1577,57.325,61.5
CORN,2009,FRD,PHILLIPS,784VT3,4535,108.6802,54.92,62.5
CORN,2009,FRD,MAT CHK,MID-NC+5392B,4556,132.3053,56.915,60.5
CORN,2009,FRD,DYNA-GRO,57V07,4571,112.4312,55.4175,61
CORN,2009,FRD,DYNA-GRO,57V21,4574,109.0062,55.9325,63.75
CORN,2009,FRD,AGRIGOLD,A6479VT3,4578,114.506,56.4775,61.5
CORN,2009,FRD,AGRIGOLD,A6533VT3,4580,125.1209,55.91,61.75
CORN,2009,FRD,AGRIGOLD,A6489VT3,4581,102.7526,57.42,61.75
CORN,2009,FRD,AGRIGOLD,A6632VT3,4584,89.37941,56.1375,61.25
CORN,2009,FRD,KRUGER,K-6411VT3,4606,138.1641,55.1775,62.5
CORN,2009,FRD,KRUGER,K-6213VT3,4610,132.934,55.7175,61.5
CORN,2009,FRD,KRUGER,K-6114VT3,4612,124.2297,57.6175,62.5
CORN,2009,FRD,MIDLAND,658HLRW,4629,107.4814,55.7025,63.5
CORN,2009,FRD,RENZE,1526VT3,4656,85.68685,56.195,63.5
CORN,2009,FRD,RENZE,1399VT3,4657,127.1053,56.67,62.5
CORN,2009,FRD,RENZE,5X479HXT/LL,4659,79.78943,56.845,62.75
CORN,2009,FRD,DEKALB,DKC50-44,4663,124.1581,55.5875,59
CORN,2009,FRD,PHILLIPS,795VT3,4677,116.8393,56.0425,62.5
CORN,2009,FRD,TAYLOR,2230Hx,4694,131.3152,55.5075,61.75
CORN,2009,FRD,MFA MORCORN,MC4207VT3,4737,28.37558,55,61.25
CORN,2009,FRD,AGRIGOLD,A6458VT3,4747,88.05421,54.9925,63.5
CORN,2009,FRD,AGRIGOLD,A6456VT3,4748,127.4101,56.9375,59.75
CORN,2009,FRD,FONTANELLE,8T468,4749,137.0014,56.4975,61.25
CORN,2009,FRD,FONTANELLE,8T812,4750,90.18688,56.205,61.75
CORN,2009,FRD,FONTANELLE,7T728,4751,106.6892,57.1775,60.25
CORN,2009,FRD,KRUGER,K-6208VT3,4757,74.4026,55.6825,61.25
CORN,2009,FRD,KRUGER,K-6408VT3,4758,64.91891,54.6275,59.75
CORN,2009,FRD,KRUGER,K-6010VT3,4759,120.9381,56.8725,61.25
CORN,2009,FRD,KRUGER,K-6410VT3,4760,93.20915,56.7475,61.5
CORN,2009,FRD,KRUGER,K-6214VT3,4761,89.76646,56.29,60
CORN,2009,FRD,KRUGER,K-6116VT3,4762,132.0208,56.215,61
CORN,2009,FRD,DYNA-GRO,57V15,4765,137.4981,56.055,60.25
CORN,2009,FRD,DYNA-GRO,57V40,4766,101.7478,56.4925,61.75
CORN,2009,FRD,DYNA-GRO,57V38,4767,122.4392,56.435,62.75
CORN,2009,FRD,DYNA-GRO,V5373VT3,4768,118.3713,56.305,62.75
CORN,2009,FRD,MIDLAND,670BRW,4776,78.31425,55.46,60.75
CORN,2009,FRD,MIDLAND,120HLR,4777,49.05412,54.9025,60.75
CORN,2009,FRD,RENZE,1386VT3,4783,110.9095,55.9975,63.25
CORN,2009,FRD,RENZE,1428VT3,4784,129.9625,55.5075,62
CORN,2009,FRD,TAYLOR,1940VT3,4796,148.3907,55.92,61.75
CORN,2009,FRD,MFA MORCORN,MC4107VT3,4805,136.6391,56.44,61.25
CORN,2009,FRD,PHILLIPS,799,4863,93.39878,57.1875,65
CORN,2009,FRD,PHILLIPS,789AG,4864,98.33451,55.2675,62
CORN,2009,FRD,MYCOGEN,2V732,4866,138.0042,56.5125,63.25
CORN,2009,FRD,MYCOGEN,2E696,4867,123.8739,56.2475,62.75
CORN,2009,FRD,MYCOGEN,2T789,4869,79.57663,56.005,62.25
CORN,2009,FRD,MYCOGEN,2T699,4872,108.4631,52.875,60.25
CORN,2009,FRD,,MEAN,9901,107.5471,56.02736,61.82407407
CORN,2009,FRD,,CV,9902,8.981246,2.270752,1.669590693
CORN,2009,FRDS,MAT CHK,FULL-R8526YGCB,4113,130.0808,56.8,62
CORN,2009,FRDS,PRODUCERS,6944VT3,4376,123.8306,54.8625,60.25
CORN,2009,FRDS,KRUGER,K-6006VT3,4466,107.25,54.895,61.75
CORN,2009,FRDS,DYNA-GRO,54T42,4483,83.71638,55.985,60.75
CORN,2009,FRDS,MAT CHK,MID-NC+5392B,4556,113.8939,55.8175,61
CORN,2009,FRDS,DYNA-GRO,55B31,4559,130.3692,56.3375,61
CORN,2009,FRDS,KRUGER,K-6401VT3,4599,104.4439,56.1525,59
CORN,2009,FRDS,KRUGER,K-6102VT3,4600,91.84419,54.7875,58.25
CORN,2009,FRDS,KRUGER,K-6606VT3,4601,96.04407,56,59
CORN,2009,FRDS,PRODUCERS,5624VT3,4615,54.07813,54.1,58.75
CORN,2009,FRDS,PRODUCERS,5734VT3,4617,69.30078,55.33,58.5
CORN,2009,FRDS,DEKALB,DKC50-44,4663,99.36708,55.17,58.75
CORN,2009,FRDS,MFA MORCORN,MC3597VT3,4735,80.92173,56.565,60.25
CORN,2009,FRDS,KRUGER,K-6200VT3,4755,82.5899,54.875,57.75
CORN,2009,FRDS,DYNA-GRO,53V80,4763,81.28351,55.205,57.75
CORN,2009,FRDS,DYNA-GRO,55V71,4764,30.11276,54.1075,61.5
CORN,2009,FRDS,MIDLAND,120HLR,4777,65.28732,55.5325,59.25
CORN,2009,FRDS,PRODUCERS,7014VT3,4778,119.7392,55.095,62
CORN,2009,FRDS,PRODUCERS,XP6833BtRR,4779,106.9888,54.29,60
CORN,2009,FRDS,PRODUCERS,XP5691Bt,4781,103.5394,54.85,58.5
CORN,2009,FRDS,TAYLOR,A-105-09,4800,109.4105,55.5625,61.5
CORN,2009,FRDS,TAYLOR,F-105-09,4801,90.73182,56.5175,63.5
CORN,2009,FRDS,TAYLOR,F-100-09,4802,120.8877,56.015,61
CORN,2009,FRDS,MFA MORCORN,XP191VT3,4804,104.2105,56.51,58.75
CORN,2009,FRDS,MYCOGEN,2G611,4874,102.7471,54.9425,59
CORN,2009,FRDS,MYCOGEN,2K662,4875,92.63601,55.0125,62.75
CORN,2009,FRDS,,MEAN,9901,95.97328,55.43529,60.09615385
CORN,2009,HVD,MIDLAND,7A28BRW,3896,137.0559,54.83333,0
CORN,2009,HVD,MIDLAND,436BRW,4016,125.4757,56.9,0
CORN,2009,HVD,MAT CHK,FULL-R8526YGCB,4113,131.6578,58.16667,0
CORN,2009,HVD,MIDLAND, 417BRW,4256,127.5416,55.83333,0
CORN,2009,HVD,PRODUCERS,6944VT3,4376,120.668,55.8,0
CORN,2009,HVD,PIONEER,"35F40 HX1,LL,RR2",4425,117.2664,59.06667,0
CORN,2009,HVD,PHILLIPS,784VT3,4535,125.0422,55.9,0
CORN,2009,HVD,MAT CHK,MID-NC+5392B,4556,126.1056,57.36667,0
CORN,2009,HVD,DYNA-GRO,55B31,4559,111.6571,58.4,0
CORN,2009,HVD,DYNA-GRO,57V07,4571,119.5846,56.26667,0
