YEAR,LOC,BRAND,NAME,YIELD,TW,MOIST,HEAD,HT
1988,STD,,,32.9,60.32,,129.5,30
1988,STD,,,40.26,61.53,,130.5,35.5
1988,STD,,,28.42,61.05,,132.5,28.5
1988,STD,,,30.41,59.45,,131.75,26
1988,STD,,,23.8,58.28,,128.75,28
1988,STD,,,30.34,61.53,,135,30.75
1988,STD,,,26.48,59.58,,129.25,29.5
1988,STD,,,35.16,60.58,,133,33.5
1988,STD,,,34.04,59.45,,129.25,30
1988,STD,,,45.57,59.7,,128.25,30.5
1988,STD,,,32.5,58.75,,133,28.5
1988,STD,,,38.83,62.67,,129.75,29
1988,STD,,,30.16,61.63,,129,29.25
1988,STD,,,27.03,60.05,,130.25,28.25
1988,STD,,,22.92,57.13,,130.25,29.75
1988,STD,,,23.64,59.1,,131,28.75
1988,STD,,,30.64,60.72,,131.5,31
1988,STD,,,20.75,60.45,,127.5,28
1988,STD,,,30.4,60.18,,130.46,29.54
1988,STD,,,26.83,61.32,,132,25.75
1988,STD,,,36.83,59.8,,129,29.75
1988,STD,,,24.32,60.63,,130.25,27.5
1988,STD,,,28.28,60.2,,130.75,27.75
1988,STD,,,27.74,61,,130.25,27.25
1988,STD,,,27.46,60.2,,132.5,28.75
1988,STD,,,28.97,59.15,,129.5,31
1988,STD,,,36.63,59.52,,130.5,32.75
1988,STD,,,30.29,58.35,,131.25,31.75
1988,STD,,,33.71,59.45,,131.5,31.5
1988,STD,,,33.3,61.65,,133,29
1988,STD,,,25.25,59.63,,129.75,27.75
1988,STD,,,21.77,57.7,,129,28.75
1988,STD,,,28.69,61.8,,128,27.25
1988,STI,,,65.58,63.6,,133,39
1988,STI,,,53.39,60.38,,135,35
1988,STI,,,59.23,61.95,,133,39
1988,STI,,,60.75,61.38,,131.75,37
1988,STI,,,36.29,57.85,,132.25,32.5
1988,STI,,,63.9,61.65,,131,37.25
1988,STI,,,66.26,63.67,,132.25,33.5
1988,STI,,,67.91,64.03,,129.75,34
1988,STI,,,60.98,61.78,,132.75,35.75
1988,STI,,,72.06,61.68,,131,37.25
1988,STI,,,70.36,63.13,,133.25,34.5
1988,STI,,,32.66,59.32,,133.25,29
1988,STI,,,74.43,60.42,,134.75,37.5
1988,STI,,,64.27,63.2,,131.25,35
1988,STI,,,57.63,62.95,,129.25,35
1988,STI,,,65.42,62.25,,131.75,37
1988,STI,,,64.92,62.47,,131,37.5
1988,STI,,,63.43,63.43,,133.75,36.25
1988,STI,,,63.55,59.9,,133.5,34.75
1988,STI,,,60.52,61,,130.75,33.75
1988,STI,,,42.48,60.15,,133.75,38.25
1988,STI,,,43.04,59.15,,132.25,30.5
1988,STI,,,57.86,61.63,,132,36.75
1988,STI,,,70.84,63.1,,131,36.5
1988,STI,,,60.44,62.18,,133.25,36.5
1988,STI,,,66.64,61.9,,134,38.25
1988,STI,,,59.18,61.58,,132.32,35.44
1988,STI,,,33.14,58.4,,132.25,29.75
1988,THD,,,27.27,54.45,,146.75,28.75
1988,THD,,,25.87,54.45,,144.5,27
1988,THD,,,30.08,53.83,,148.5,34.5
1988,THD,,,23.84,56.08,,144,27.75
1988,THD,,,31.16,54.83,,146.25,31.75
1988,THD,,,30.53,55.7,,146.75,34.25
1988,THD,,,26.28,52.92,,143.75,33
1988,THD,,,30.14,51.88,,144,30
1988,THD,,,26.74,54.25,,144.25,29
1988,THD,,,33.59,57.22,,143.75,26.75
1988,THD,,,32.95,55.6,,144.25,32.5
1988,THD,,,30.92,57.15,,144,28.5
1988,THD,,,39.85,56.52,,139.75,29.5
1988,THD,,,34.86,58.13,,144.25,33
1988,THD,,,35.5,57.5,,147,27.25
1988,THD,,,34.74,58.1,,139.25,26
1988,THD,,,30.68,55.62,,143.91,30.07
1988,THD,,,29.89,54.63,,144,28
1988,THD,,,33.77,55.07,,144.25,30.25
1988,THD,,,28.35,54.92,,140.75,27.75
1988,THD,,,29.47,53.03,,146.25,33.5
1988,THD,,,32.99,58.1,,142,36.5
1988,THD,,,27.85,55.52,,144.5,30.25
1988,THD,,,29.27,56.43,,148,35.25
1988,THD,,,31.3,56.18,,143,30
1988,THD,,,29.52,55.1,,140.25,28.25
1988,THD,,,26.12,51.8,,147.5,29.5
1988,THD,,,33.38,57.1,,144.75,28
1988,THD,,,30.72,57.9,,142.25,28.5
1988,THD,,,33.72,58.03,,139.75,28.5
1988,THD,,,27.42,54.72,,143.5,30.25
1988,THD,,,30.74,56.45,,142.75,28.75
1988,THD,,,31.8,56.65,,141.25,35
1988,THD,,,30.18,56.8,,141,29.75
1988,THD,,,30.34,53.78,,145.25,27.25
1988,THD,,,29.76,55.22,,144.25,28.25
1988,THD,,,32.17,53.78,,147.25,30.75
1988,THD,,,31.92,58.3,,141,28.75
1988,THI,,,58.86,54.75,,143.5,33.75
1988,THI,,,58.46,59.45,,136.75,34.25
1988,THI,,,61.56,56.5,,139,37.25
1988,THI,,,58.93,57.1,,141.75,34.5
1988,THI,,,54.14,58.2,,139.75,37.75
1988,THI,,,59.13,56.18,,142.75,36
1988,THI,,,53.79,55.33,,142,34.5
1988,THI,,,52.78,56.7,,144.75,42
1988,THI,,,68.48,56.28,,138.5,38.5
1988,THI,,,55.51,53.53,,144.75,36.25
1988,THI,,,59.28,57.53,,141.22,36.45
1988,THI,,,63.2,59.75,,140,35.5
1988,THI,,,62.4,58.53,,141.5,36.75
1988,THI,,,57.99,59.63,,141,39
1988,THI,,,55.01,56.92,,139.25,37.5
1988,THI,,,70.36,60.35,,139.75,34.5
1988,THI,,,64.67,58.35,,139,37.25
1988,THI,,,59.92,57.42,,141,37
1988,THI,,,59.16,60.53,,137.5,35.25
1988,THI,,,69.06,61.45,,138.25,32.5
1988,THI,,,61.58,59.15,,145,33.5
1988,THI,,,61.99,59.05,,141,33.5
1988,THI,,,51.69,56.43,,140.5,35.5
1988,THI,,,54.91,53.9,,141,37.5
1988,THI,,,65.57,58.38,,141,39.5
1988,THI,,,55.8,57.42,,145,37.5
1988,THI,,,53.98,57.1,,141.25,37.25
1988,THI,,,50.86,55.78,,146.25,40.75
1988,THI,,,60.02,56.63,,142.5,35.5
1989,BRD,,,64.52,58.45,,131.75,29
1989,BRD,,,55.45,58.8,,129.75,34.25
1989,BRD,,,40.83,58.95,,128.75,28
1989,BRD,,,60.07,58.83,,127.25,29
1989,BRD,,,44.25,58.47,,127,30
1989,BRD,,,61.49,60.45,,131.75,34.25
1989,BRD,,,60.18,60.2,,132.25,32.5
1989,BRD,,,53.81,59.63,,131.25,32
1989,BRD,,,27.5,58.9,,133.25,28.5
1989,BRD,,,53.1,58.88,,128.75,26.25
1989,BRD,,,47.46,58.15,,128.75,26.75
1989,BRD,,,58.83,57.08,,131,27.5
1989,BRD,,,52.58,58.43,,131,31.75
1989,BRD,,,49.3,57.55,,129.5,29.5
1989,BRD,,,55.16,59.92,,131.75,35.75
1989,BRD,,,47.39,61.03,,132.5,31.5
1989,BRD,,,50.03,57.25,,130.5,30
1989,BRD,,,54.81,58.63,,132.5,28.75
1989,BRD,,,60.89,58.22,,134,33.25
1989,BRD,,,52.42,59.06,,130.57,29.76
1989,BRD,,,44.45,59.73,,126.75,28.75
1989,BRD,,,56.37,58.3,,131.25,32.5
1989,BRD,,,47.51,60.88,,131.75,26.5
1989,BRD,,,53.18,61.18,,131,27.5
1989,BRD,,,42.85,59.65,,129,25.75
1989,BRD,,,48.37,60.05,,130.25,30
1989,BRD,,,62.06,58.58,,131.25,30.5
1989,BRD,,,44.19,59.25,,130.5,26
1989,BRD,,,53.79,59.25,,131.75,29.25
1989,BRD,,,54.87,59.45,,131.25,28.75
1989,BRD,,,52.47,59.48,,130,29
1989,BRD,,,60.57,60.95,,130.5,27.25
1989,BRD,,,45.52,58.15,,129.75,28.5
1989,BRD,,,55.32,57.42,,132,27.25
1989,BRD,,,49.41,59.22,,131.25,32.25
1989,BRD,,,59.82,59.65,,131.75,31.25
1989,BRD,,,62.2,58.6,,129.25,31.5
1989,BRD,,,48.93,57.75,,128.75,30
1989,ELDF,,,24.7,59.1,,135,24.75
1989,ELDF,,,23.42,58.1,,134.5,21.5
1989,ELDF,,,20.72,60.27,,134.25,18
1989,ELDF,,,21.58,57.6,,135.25,21.25
1989,ELDF,,,18.07,56.92,,136.5,21.25
1989,ELDF,,,18.75,56.75,,137.5,20
1989,ELDF,,,19.27,58.78,,130,17.5
1989,ELDF,,,19.95,56.98,,130.5,17.25
1989,ELDF,,,23.5,61.53,,133.75,18.25
1989,ELDF,,,28.2,58.22,,135.25,21.25
1989,ELDF,,,21.02,57.67,,130.5,20.75
1989,ELDF,,,25.63,57.78,,127,17.75
1989,ELDF,,,25.68,59.2,,131.25,19.25
1989,ELDF,,,18.58,57.93,,135.5,20.25
1989,ELDF,,,17.63,56.6,,126,15
1989,ELDF,,,21.25,59.45,,130.5,17
1989,ELDF,,,17.27,55.75,,135.25,19.25
1989,ELDF,,,19.3,56.9,,127.5,17.25
1989,ELDF,,,26.52,59.97,,134.75,19
1989,ELDF,,,21.5,58.28,,132.62,19.03
1989,ELDF,,,20.3,59.13,,133.75,18.5
1989,ELDF,,,23.33,58.23,,132.75,19.25
1989,ELDF,,,24.15,58.72,,133.25,16.5
1989,ELDF,,,25.55,59.47,,134.5,19.25
1989,ELDF,,,19.7,57.38,,129.5,18.25
1989,ELDF,,,22.25,59.97,,132.5,17
1989,ELDF,,,20.7,57.38,,133.75,20.25
1989,ELDF,,,27.8,59.47,,135.25,22.5
1989,ELDF,,,12.25,55.3,,130.25,15.75
1989,ELDF,,,22.05,57.72,,128,16.75
1989,ELDF,,,21.02,59.3,,135.25,21
1989,ELDF,,,19.45,59.1,,134.5,18.75
1989,FND,,,19.96,54.33,,135.5,24.25
1989,FND,,,23,56.28,,132.5,23.75
1989,FND,,,13.02,54.45,,135,21.5
1989,FND,,,12.69,54.35,,132.25,19.25
1989,FND,,,12.21,51.57,,136.25,24.25
1989,FND,,,15.7,56.9,,137.75,24.5
1989,FND,,,17.63,54.78,,133,21
1989,FND,,,18.6,53.85,,130.25,18.25
1989,FND,,,19.85,54.43,,134,21
1989,FND,,,20.42,55.77,,132.75,25.75
1989,FND,,,16.44,53.95,,132.25,19.75
1989,FND,,,9.36,52.7,,133,19.25
1989,FND,,,8.1,53.32,,134.25,17
1989,FND,,,12.98,53.07,,131.75,18.5
1989,FND,,,12.81,52.88,,130,18
1989,FND,,,13.57,54.38,,132.5,20.75
1989,FND,,,15.67,50.53,,132,20
1989,FND,,,19.41,54.08,,135,22
1989,FND,,,23.52,56,,133.75,21.75
1989,FND,,,19.69,56.32,,131.5,20.25
1989,FND,,,12.64,53.92,,133,19.25
1989,FND,,,10.71,53.72,,135.5,18.5
1989,FND,,,16.54,55.5,,132.75,20
1989,FND,,,7.94,55.18,,133.5,16.5
1989,FND,,,17.83,54.17,,132.75,19.5
1989,FND,,,17,57.15,,133.25,18.5
1989,FND,,,15.39,54.42,,133.3,20.31
1989,FND,,,9.52,55.55,,134.5,17
1989,FND,,,14.19,54.57,,132,18.75
1989,FNI,,,64.79,55.95,,136.5,37
1989,FNI,,,53.67,50.32,,135.25,35.25
1989,FNI,,,73.11,53.13,,135.5,34.5
1989,FNI,,,73.66,55.9,,136.25,36.5
1989,FNI,,,53.41,52.4,,137.75,36.25
1989,FNI,,,55.23,54.03,,138,38
1989,FNI,,,58.02,56.15,,133.25,33.25
1989,FNI,,,52.85,54.88,,136.5,33
1989,FNI,,,66.77,55.55,,135,33.25
1989,FNI,,,53.11,53.88,,135.75,37.5
1989,FNI,,,61.11,53.63,,135.75,37.25
1989,FNI,,,62.28,53.38,,136,35.5
1989,FNI,,,68.86,54.38,,138,37.75
1989,FNI,,,55.51,54.55,,135,34
1989,FNI,,,53,54,,139.25,37.75
1989,FNI,,,65.48,56.17,,135.25,37.25
1989,FNI,,,60.75,53.88,,134.5,36
1989,FNI,,,35.72,51.32,,134.5,34.75
1989,FNI,,,70,53.72,,136.75,36.25
1989,FNI,,,59.49,53.87,,136.06,35.7
1989,FNI,,,60.63,52.75,,136.25,38.5
1989,FNI,,,64.69,54.2,,133.75,31.5
1989,FNI,,,73.07,54.65,,133,36.75
1989,FNI,,,63.26,56.8,,135.5,36.75
1989,FNI,,,54.78,50.95,,138.75,35
1989,FNI,,,57.65,51.85,,136,32.25
1989,FNI,,,46.7,53.35,,138.75,36
1989,FNI,,,41.94,52.05,,135.75,34.5
1989,FNI,,,65.71,54.57,,137.25,37.25
1989,FRD,,,57.6,60,,125.5,21.5
1989,FRD,,,50.31,58.75,,125,23
1989,FRD,,,49.11,59.25,,125.75,24.25
1989,FRD,,,58.68,59.25,,128,22.5
1989,FRD,,,54.3,59.25,,125.25,23
1989,FRD,,,63.58,61.75,,125.25,23.5
1989,FRD,,,68.62,60,,124.25,24.75
1989,FRD,,,54.23,61.5,,124.75,21.25
1989,FRD,,,57.9,62.75,,126.75,19.75
1989,FRD,,,62.04,60,,127.25,22.5
1989,FRD,,,56.86,61.75,,123.25,23.25
1989,FRD,,,60.31,58.25,,123,28.5
1989,FRD,,,57.35,61.5,,126.25,24.75
1989,FRD,,,57.7,61.75,,124.25,21
1989,FRD,,,55.49,61.5,,123.25,20.25
1989,FRD,,,57.06,60.42,,125.36,23.41
1989,FRD,,,54.21,60,,124.5,23.25
1989,FRD,,,52.52,59.5,,124,25
1989,FRD,,,53.1,60.25,,127.5,21.5
1989,FRD,,,46.8,59,,125.75,27.75
1989,FRD,,,47.62,60.5,,124.75,22.5
1989,FRD,,,62.52,60.25,,124.5,22.5
1989,FRD,,,61.54,59,,126.5,23.25
1989,FRD,,,53.6,61.5,,129.5,26
1989,FRD,,,53.95,60.5,,127.5,24
1989,FRD,,,58.36,61,,123,21.75
1989,FRD,,,60.15,58.5,,127.5,22.75
1989,FRD,,,64.2,62,,124.75,20.5
1989,FRD,,,54.94,60.25,,124,23.25
1989,FRD,,,62.12,60.75,,126.75,23.25
1989,FRD,,,51.08,59.75,,123,22.5
1989,FRD,,,58.34,61.75,,127.25,22.5
1989,FRD,,,62,62,,123.25,24
1989,FRD,,,63.75,60.25,,124,23
1989,FRD,,,65.01,61.75,,125.5,23
1989,FRD,,,53.43,60.5,,124.5,22.75
1989,FRD,,,54.85,61.75,,129.25,24.5
1989,FRD,,,51.48,61.5,,127,21.75
1989,FRD,,,52.09,61.25,,127.75,22.25
1989,FRD,,,55.22,61,,124.5,27.25
1989,FRD,,,64.73,57.75,,123,25.25
1989,FRD,,,60.37,59.5,,123.75,27.75
1989,FRD,,,54.46,58.75,,124.25,25.75
1989,GRD,,,18.95,56.93,,139.33,22.33
1989,GRD,,,21.6,57.53,,138,20.33
1989,GRD,,,19.05,57.2,,135.33,20
1989,GRD,,,35.14,61.43,,138,22.33
1989,GRD,,,17.3,55.93,,137.33,19
1989,GRD,,,34.19,60.27,,139,23.67
1989,GRD,,,17.73,57.63,,138.67,20
1989,GRD,,,27.48,68.8,,136.67,20.67
1989,GRD,,,26.17,59.43,,133,19.33
1989,GRD,,,25.92,60.23,,139.33,19.33
1989,GRD,,,27.12,61.5,,137.33,18
1989,GRD,,,22.98,59.83,,133.67,18
1989,GRD,,,31.11,61.73,,137.67,19.67
1989,GRD,,,26.44,59.85,,137.14,20.69
1989,GRD,,,30.56,60.77,,137.67,20.33
1989,GRD,,,31.56,59.43,,139.67,22
1989,GRD,,,27.07,57.97,,137.33,21.67
1989,GRD,,,34.66,60.33,,141,25
1989,GRD,,,32.06,60.97,,139.67,23
1989,GRD,,,26.59,61.8,,137,18.67
1989,GRD,,,22.53,58.9,,138.33,19.33
1989,GRD,,,32.43,59.23,,131.33,19.33
1989,GRD,,,26.82,60.13,,135,22
1989,GRD,,,34.93,61.4,,135.67,25
1989,GRD,,,31.8,61.93,,135.33,21
1989,GRD,,,33.25,59.8,,135.33,19
1989,GRD,,,18.48,58.97,,133,19
1989,GRD,,,32.87,60.97,,136,21.33
1989,GRD,,,20.46,58.87,,139.67,19.67
1989,GRD,,,29.06,60.57,,136,22
1989,GRD,,,18.8,59.27,,136.67,17.33
1989,GRD,,,23.02,60.97,,132,19.33
1989,GRD,,,12.46,58.97,,139.33,19.33
1989,GRD,,,28.88,59.53,,137,20.67
1989,GRD,,,25.67,57.5,,141.33,22.67
1989,GRD,,,26.77,58,,142.33,23.67
1989,GRI,,,54.35,55.55,,147.75,33.25
1989,GRI,,,64.04,56.55,,145.5,34.5
1989,GRI,,,60.37,55.83,,146.25,36.5
1989,GRI,,,52.7,55.53,,146.5,35.25
1989,GRI,,,50.96,55.4,,144.5,36.25
1989,GRI,,,54.33,56.63,,142.75,34.25
1989,GRI,,,29.82,52.48,,148.75,34.25
1989,GRI,,,65.26,54.88,,146,36.25
1989,GRI,,,67,57.72,,142,36.75
1989,GRI,,,64.65,54.3,,145.75,37
1989,GRI,,,65.33,54.33,,145.25,37
1989,GRI,,,60.4,55.75,,148,40.5
1989,GRI,,,55,55.13,,144.5,33.5
1989,GRI,,,61.69,55.58,,141.75,36
1989,GRI,,,54.64,52.33,,143.5,34.75
1989,GRI,,,62.19,57.03,,146.75,32.25
1989,GRI,,,61.78,56.03,,145.5,35
1989,GRI,,,61.78,57.5,,145.25,37
1989,GRI,,,63.58,56.35,,141.75,31.5
1989,GRI,,,60.09,54.08,,145.25,37.5
1989,GRI,,,75.22,56.82,,147,35.75
1989,GRI,,,58.94,55.22,,145.34,35.94
1989,GRI,,,51.72,56.1,,145,34.5
1989,GRI,,,60.79,53.17,,144,34
1989,GRI,,,59.24,54.13,,147,38.25
1989,GRI,,,67.65,55.65,,143.75,36
1989,GRI,,,57.22,54.15,,146.5,40
1989,GRI,,,51.22,52.42,,147.75,38
1989,GRI,,,53.08,53.88,,147,39.75
1989,GRI,,,63.09,56.25,,143.75,36.75
1989,HVD,,,28.72,57.73,,125.67,18
1989,HVD,,,15.92,56.83,,122,16.67
1989,HVD,,,16.76,57.3,,124.33,16.33
1989,HVD,,,20.01,56.33,,124,15.33
1989,HVD,,,24.06,58.8,,127.33,19
1989,HVD,,,20.84,58.07,,126.33,18
1989,HVD,,,20.04,57.17,,127,16.33
1989,HVD,,,24.77,58.03,,124.67,17
1989,HVD,,,23.21,57.53,,122.33,15.67
1989,HVD,,,19.27,56.53,,124.33,17.33
1989,HVD,,,28.79,59.23,,119.67,17
1989,HVD,,,17.78,57.73,,125.33,16.67
1989,HVD,,,28.06,60.3,,124,16
1989,HVD,,,18.6,57.97,,122.67,18.33
1989,HVD,,,19.16,56.33,,118.33,15.33
1989,HVD,,,22.2,58.3,,125,18
1989,HVD,,,19.78,58.37,,124,15.33
1989,HVD,,,21.74,58.8,,125,16
1989,HVD,,,23.16,58.63,,127,19.67
1989,HVD,,,21.48,57.85,,124.36,16.75
1989,HVD,,,22.95,59.8,,126.67,16
1989,HVD,,,20.84,59.13,,122.67,15.33
1989,HVD,,,20.29,58.77,,126.33,17
1989,HVD,,,19.16,56.93,,125.67,16.67
1989,HVD,,,16.6,55.43,,124.33,16.33
1989,HVD,,,16.97,55.9,,123.33,16.67
1989,HVD,,,26.28,58.5,,124,17
1989,HVD,,,16.28,56.2,,125.67,17
1989,HVD,,,23.32,58.3,,125.67,15.67
1989,HVD,,,25.61,59.43,,124,16.33
1989,HVD,,,23.36,57.73,,123.67,17
1989,HVD,,,19.23,57.53,,122.67,16.33
1989,HVD,,,23.58,57.67,,126,16.67
1989,LBD,,,88.62,56.38,,122,33.25
1989,LBD,,,76.46,58.45,,120,33.25
1989,LBD,,,63.39,59.47,,125.25,41.75
1989,LBD,,,77.31,60.85,,118.25,32
1989,LBD,,,70.39,57.55,,123.75,36.75
1989,LBD,,,63.5,58.23,,124.75,36.25
1989,LBD,,,66.18,60,,119,32
1989,LBD,,,88.5,56.9,,119.75,31.5
1989,LBD,,,67.47,59.7,,118.25,37.5
1989,LBD,,,78.8,55.88,,117.75,28.25
1989,LBD,,,53.65,58.3,,122.5,33
1989,LBD,,,76.68,57.35,,120,36
1989,LBD,,,61.65,59.7,,125,42.75
1989,LBD,,,78.36,57.88,,123,39.75
1989,LBD,,,79.29,58.1,,117.25,33.5
1989,LBD,,,70.61,59.48,,119.5,30
1989,LBD,,,60.52,56.42,,119.5,32
1989,LBD,,,69.1,56.7,,121.75,34.75
1989,LBD,,,77.09,56.18,,119,37.5
1989,LBD,,,87.92,56.3,,118.5,34.5
1989,LBD,,,78.07,56.17,,119,30.25
1989,LBD,,,75.12,59.27,,120.25,34.75
1989,LBD,,,74.49,57.96,,120.55,34.52
1989,LBD,,,71.68,59.67,,124,30.25
1989,LBD,,,71.02,58.8,,118,28.5
1989,LBD,,,76.52,60.35,,121.25,36.75
1989,LBD,,,68.67,58.28,,119.5,28.25
1989,LBD,,,63.4,56.88,,121.5,29.25
1989,LBD,,,84.09,58.03,,120,36.75
1989,LBD,,,77.71,59.48,,118.25,36.25
1989,LBD,,,81.4,57.43,,120.5,38.75
1989,LBD,,,85.28,60.5,,119,33.5
1989,LBD,,,86.4,59.08,,118,34
1989,LBD,,,76.82,53.88,,124.25,33
1989,LBD,,,69.91,55.78,,123,37
1989,LBD,,,71.44,57.22,,122,35.25
1989,LBD,,,81.65,56.97,,119.25,37.25
1989,LBD,,,78.31,54.7,,124.5,41
1989,LBD,,,71.85,59.13,,121,36
1989,LBD,,,77.18,59.7,,118,32.25
1989,LBD,,,76.06,58.25,,119.5,39
1989,LBD,,,66.62,56.77,,119,32.25
1989,LBD,,,84.06,58.02,,118.75,33.5
1989,RLD,,,52.23,56.2,,129,29.5
1989,RLD,,,51.93,56.36,,129.94,26.83
1989,RLD,,,55.06,56.3,,131,26
1989,RLD,,,56.74,54.3,,133,32
1989,RLD,,,51.48,56.2,,125.5,26
1989,RLD,,,57.45,55.1,,128.5,29
1989,RLD,,,58.74,56.4,,132,30
1989,RLD,,,53.89,56.2,,125,26.5
1989,RLD,,,50.55,56.3,,128,25
1989,RLD,,,59.56,55.8,,128,29
1989,RLD,,,57.29,59,,127.5,22
1989,RLD,,,38.09,56.6,,131.5,23
1989,RLD,,,59.62,58.1,,132,28
1989,RLD,,,40.37,57.3,,129,23
1989,RLD,,,61.61,56.7,,131,26
1989,RLD,,,38.17,58.4,,127.5,21
1989,RLD,,,41.51,53.4,,130,22
1989,RLD,,,47.84,55.7,,127,22.5
1989,RLD,,,64.05,55.4,,131,33.5
1989,RLD,,,45.48,52.5,,133.5,28.5
1989,RLD,,,59.28,57.2,,125.5,25.5
1989,RLD,,,76.73,55.4,,133.5,28
1989,RLD,,,49.64,58.2,,129,23
1989,RLD,,,57.42,55.5,,128.5,28
1989,RLD,,,36.24,57.1,,134,25.5
1989,RLD,,,43.9,52.3,,129,23
1989,RLD,,,57.8,58.8,,132,23
1989,RLD,,,49.58,56,,127,21.5
1989,RLD,,,29.12,56.6,,128.5,23
1989,RLD,,,52.17,57.7,,132,30.5
1989,RLD,,,46.33,56.4,,133.5,28.5
1989,RLD,,,53.11,58.4,,129.5,28
1989,RLD,,,63.27,57.9,,132.5,35
1989,RLD,,,48.04,54,,128,26
1989,RLD,,,45.13,56.1,,130.5,30
1989,RLD,,,55.8,58.1,,132,28.5
1989,RLD,,,56.12,57.5,,133,36.5
1989,RND,,,33.18,59.45,,125.5,21.25
1989,RND,,,42.21,60.17,,127.5,28.75
1989,RND,,,31.24,57.38,,122.5,21.5
1989,RND,,,33.53,60.25,,120,16.5
1989,RND,,,40.73,59.95,,122,18.5
1989,RND,,,29.78,58.63,,121.5,22
1989,RND,,,41.54,60,,127,24.25
1989,RND,,,35.48,58.53,,128,23.25
1989,RND,,,27.8,60.22,,120.5,18.5
1989,RND,,,40.2,60.78,,119.75,21
1989,RND,,,42.92,60.25,,127,28.25
1989,RND,,,42.33,58.65,,126.25,22.5
1989,RND,,,34.08,58.6,,121.5,18.5
1989,RND,,,36.71,59.42,,124,21.75
1989,RND,,,32.56,57.65,,119,20.5
1989,RND,,,23.85,52.35,,128,24.25
1989,RND,,,34.49,59.35,,124,20.75
1989,RND,,,31.74,57.42,,122,21.5
1989,RND,,,35.22,57.38,,125.5,24.25
1989,RND,,,33.64,60.9,,122,24
1989,RND,,,39.75,59.5,,127.25,19.75
1989,RND,,,35.41,59.35,,124.15,21.49
1989,RND,,,32.49,61.25,,127,19
1989,RND,,,40.26,60.15,,124.75,21.75
1989,RND,,,33.13,60.53,,122.5,18.75
1989,RND,,,31.26,60.08,,124,20
1989,RND,,,33.16,60.8,,125.5,22.75
1989,RND,,,40.16,59.9,,123.5,24
1989,RND,,,35.63,59.03,,126.25,18.25
1989,RND,,,35.88,60.42,,120,19.75
1989,RND,,,35.01,59.05,,123,20.5
1989,RND,,,35.91,61.3,,122,20.75
1989,RND,,,36.67,59.82,,124,23
1989,RND,,,41.51,60,,127.5,25
1989,RND,,,29.7,58.13,,124.75,17.75
1989,RND,,,33.5,59.55,,127,18.75
1989,RND,,,37.51,59.7,,127,22
1989,RPD,,,24.09,56.98,,136.25,21
1989,RPD,,,35.52,58.25,,135.75,23.25
1989,RPD,,,40.56,58.68,,138.25,27.25
1989,RPD,,,54.95,58.75,,137.75,29.5
1989,RPD,,,36.9,57.45,,137,21
1989,RPD,,,36.45,56.18,,136,18.75
1989,RPD,,,49.63,57.25,,137.75,28
1989,RPD,,,45.54,58.25,,138.75,26.25
1989,RPD,,,48.72,58.22,,136.5,22.25
1989,RPD,,,37.02,58.83,,140,26.25
1989,RPD,,,41.69,57.57,,135,23
1989,RPD,,,46.44,59.92,,137.5,23.5
1989,RPD,,,43.68,57.6,,137.5,28.5
1989,RPD,,,60.96,57.6,,138.5,24.75
1989,RPD,,,54.62,58.47,,137,33.25
1989,RPD,,,54.55,56.9,,139.25,29
1989,RPD,,,43.8,57.95,,137.38,24.87
1989,RPD,,,39.8,59.35,,137.75,23.5
1989,RPD,,,34.61,58.95,,136.25,21.25
1989,RPD,,,40.08,58.73,,137.5,25.75
1989,RPD,,,49.13,58.05,,137.25,25.25
1989,RPD,,,47.71,57.07,,137,25.25
1989,RPD,,,38.37,58.35,,138,21.75
1989,RPD,,,42.22,58.13,,138.25,26.75
1989,RPD,,,42.53,57.28,,136.5,25
1989,RPD,,,36.37,57.2,,135,22.75
1989,RPD,,,37.43,58.13,,138.75,25.75
1989,RPD,,,44.85,57.8,,137.25,25
1989,RPD,,,44.43,58.05,,138,27.75
1989,RPD,,,40.33,58.2,,137,20.5
1989,RPD,,,38.94,58.13,,137.25,25
1989,RPD,,,40.77,54.92,,137.25,20.75
1989,RPD,,,58.46,57.53,,138.25,28.25
1989,RPD,,,57.93,58.37,,138.75,26.75
1989,RPD,,,46.18,58,,138.5,26.5
1989,RPD,,,42.05,58.52,,137.25,25.25
1989,RPD,,,47.4,58.7,,136.25,22.25
1989,RPD,,,39.76,57.97,,136.25,23.75
1989,STI,,,27.49,47,,121.75,20.5
1989,STI,,,11.89,45.2,,124.75,19.75
1989,STI,,,31.38,46.24,,123.82,23.02
1989,STI,,,36.21,48.93,,123.75,22.75
1989,STI,,,41.64,47.63,,122.25,23.75
1989,STI,,,30.66,48.77,,123,22.75
1989,STI,,,34.3,46.4,,125,26.5
1989,STI,,,41.67,48.1,,125,26.25
1989,STI,,,14.73,45.57,,127,19.5
1989,STI,,,24,45.15,,127,21.5
1989,STI,,,37,49.9,,123.75,26
1989,STI,,,32.33,46.7,,121.75,21.75
1989,STI,,,26.16,48.05,,124.25,25.25
1989,STI,,,27.67,46.33,,122,21.75
1989,STI,,,11.76,43.5,,127.75,23
1989,STI,,,30.26,43.9,,123.5,23
1989,STI,,,50.66,46.57,,120.75,21.5
1989,STI,,,50.11,49.1,,125.25,26
1989,STI,,,15.9,44.62,,125,19.25
1989,STI,,,34.12,46.03,,124.5,25.75
