YEAR,LOC,BRAND,NAME,YIELD,TW,MOIST,HEAD,HT
2015,SAD,OGI,Iba,47.37170856,51.548852,13.564424500000001,13.564424500000001,13.564424500000001
2015,SAD,OGI,Billings,62.84235407999999,52.804658,12.921337999999999,12.921337999999999,12.921337999999999
2015,SAD,Wildcat Genetic,Denali,45.05761656,50.687688,13.841228749999999,13.841228749999999,13.841228749999999
2015,SAD,Syngenta,SY Wolf,63.28227312,51.36216525,12.6932695,12.6932695,12.6932695
2015,SAD,Limagrain,T158,55.77517704,52.42059424999999,13.138156500000001,13.138156500000001,13.138156500000001
2015,SAD,OGI,Ruby Lee,42.04780536,45.87084025,10.817517250000002,10.817517250000002,10.817517250000002
2015,SAD,OGI,Garrison,28.93396968,42.4720145,12.84409675,12.84409675,12.84409675
2015,SAD,Wildcat Genetic,Everest,33.563740319999994,49.55516525,14.48654475,14.48654475,14.48654475
2015,SCI,Dyna-Gro,Underwood,53.267199999999995,51.35,11.7,11.7,11.7
2015,SCI,Syngenta,SY Flint,76.5,58.175,12.799999999999999,12.799999999999999,12.799999999999999
2015,SCI,Syngenta,SY Sunrise,85.6152,53.35,14.8,14.8,14.8
2015,SCI,Wildcat Genetic,KanMark,76.13569999999999,51.625,14.200000000000001,14.200000000000001,14.200000000000001
2015,SCI,Limagrain,LCS Pistol,65.43334999999999,53.2,14.350000000000001,14.350000000000001,14.350000000000001
2015,SCI,Wildcat Genetic,Oakley CL,67.324,55.7,12.875,12.875,12.875
2015,SCI,Texas AgriLife,TAM 114,73.91999999999999,55.55,13.575,13.575,13.575
2015,SCI,Limagrain,LCS Wizard,53.4864,55.225,12.200000000000001,12.200000000000001,12.200000000000001
2015,SCI,Limagrain,LCH12-012,51.744,51.275000000000006,14.825,14.825,14.825
2015,SCI,Limagrain,LCH13DH-21-44,86.19599999999998,55.525000000000006,12.75,12.75,12.75
2015,SCI,,MEAN,71.78275,55.19435483870968,13.171774193548387,13.171774193548387,13.171774193548387
2015,SCI,Scott Seed,TAM 305,62.462399999999995,56.3,12.950000000000001,12.950000000000001,12.950000000000001
2015,SCI,Watley Seed,TAM 204,73.49759999999999,56.175,12.850000000000001,12.850000000000001,12.850000000000001
2015,SCI,Plainsgold,Antero,90.4718,55.675,12.874999999999998,12.874999999999998,12.874999999999998
2015,SCI,OGI,Gallagher,72.7848,55.925,12.725000000000001,12.725000000000001,12.725000000000001
2015,SCI,Limagrain,LCH13DH-20-87,72.2567,52.325,13.924999999999999,13.924999999999999,13.924999999999999
2015,SCI,Wildcat Genetic,Everest,65.41919999999999,58.575,13.3,13.3,13.3
2015,SCI,Limagrain,LCS Mint,78.0384,57.775,12.774999999999999,12.774999999999999,12.774999999999999
2015,SCI,Watley Seed,TAM 112,47.01839999999999,54.775000000000006,13.2,13.2,13.2
2015,SCI,WestBred,Winterhawk,73.89359999999999,56.27499999999999,13.05,13.05,13.05
2015,SCI,WestBred,WB-Cedar,65.89439999999999,54.925,13.274999999999999,13.274999999999999,13.274999999999999
2015,SCI,Syngenta,TAM 111,64.78559999999999,55.775000000000006,12.5,12.5,12.5
2015,SCI,Plainsgold,Brawl CL Plus,83.45439999999999,56.375,12.575000000000001,12.575000000000001,12.575000000000001
2015,SCI,Wildcat Genetic,Denali,73.6824,55.675,12.95,12.95,12.95
2015,SCI,Plainsgold,Byrd,69.0624,55.45,12.825,12.825,12.825
2015,SCI,Syngenta,SY Wolf,81.60719999999999,55.275,13.15,13.15,13.15
2015,SCI,Limagrain,T158,69.03599999999999,54.325,14.075,14.075,14.075
2015,SCI,OGI,Iba,69.8544,56.1,13.55,13.55,13.55
2015,SCI,Wildcat Genetic,Clara CL,75.372,55.25,14,14,14
2015,SCI,WestBred,WB4458,86.0645,57.55,12,12,12
2015,SCI,Wildcat Genetic,Danby,82.49999999999999,57.425000000000004,13,13,13
2015,SCI,Scott Seed,TAM 304,78.4872,52.125,12.7,12.7,12.7
2015,SUD,Limagrain,LCH12-014,34.00319999999999,60.474999999999994,9.1,9.1,9.1
2015,SUD,Wildcat Genetic,KanMark,29.915,50.2,8.05,8.05,8.05
2015,SUD,Syngenta,SY Flint,40.511399999999995,56.95,10.3,10.3,10.3
2015,SUD,Syngenta,SY Llano,30.2276,52.5,9.2,9.2,9.2
2015,SUD,Wildcat Genetic,Wabash Blend,38.54,56.525,10.325,10.325,10.325
2015,SUD,Limagrain,LCS Pistol,32.1367,50.975,8.275,8.275,8.275
2015,SUD,Limagrain,LCH12-012,38.7024,55.925000000000004,9.75,9.75,9.75
2015,SUD,Limagrain,LCH13DH-20-87,37.56719999999999,55.724999999999994,9.8,9.8,9.8
2015,SUD,OGI,OK09125,46.7819,56.35000000000001,9.95,9.95,9.95
2015,SUD,OGI,OK11754WF,31.02,53.4,9.425,9.425,9.425
2015,SUD,OGI,OK10728W,29.6208,53.8,9.3,9.3,9.3
2015,SUD,Texas AgriLife,TAM 114,35.2176,56,9.975,9.975,9.975
2015,SUD,,MEAN,35.444046875,55.56640625,9.6815625,9.6815625,9.6815625
2015,SUD,Limagrain,LCS Mint,37.0128,58.5,10.485,10.485,10.485
2015,SUD,Limagrain,LCS Wizard,35.898799999999994,54.95,9.75,9.75,9.75
2015,SUD,Watley Seed,TAM 204,34.834599999999995,54.025,9.450000000000001,9.450000000000001,9.450000000000001
2015,SUD,WestBred,Armour,28.8288,53,10,10,10
2015,SUD,Syngenta,SY Monument,45.8832,55.775000000000006,9.825000000000001,9.825000000000001,9.825000000000001
2015,SUD,OGI,Duster,32.770399999999995,59.425,8.575,8.575,8.575
2015,SUD,WestBred,WB-Cedar,37.5981,55.75,9.924999999999999,9.924999999999999,9.924999999999999
2015,SUD,Syngenta,Jackpot,30.254399999999997,53.575,9.05,9.05,9.05
2015,SUD,Wildcat Genetic,Everest,32.868,55.775,9.925,9.925,9.925
2015,SUD,OGI,Billings,31.732799999999997,56,9.649999999999999,9.649999999999999,9.649999999999999
2015,SUD,Limagrain,T158,34.187999999999995,54.75,9.5,9.5,9.5
2015,SUD,OGI,Ruby Lee,32.6568,56.125,9.9,9.9,9.9
2015,SUD,OGI,Iba,39.07939999999999,58.525,10.525,10.525,10.525
2015,SUD,Syngenta,SY Southwind,35.1648,54.85,9.35,9.35,9.35
2015,SUD,Wildcat genetic,1863,37.227,57.275,10.299999999999999,10.299999999999999,10.299999999999999
2015,SUD,WestBred,WB-Redhawk,35.112,55.75,9.75,9.75,9.75
2015,SUD,WestBred,WB4458,38.715,56.05,10.025,10.025,10.025
2015,SUD,OGI,Doublestop CL+,39.679199999999994,58.625,10.575,10.575,10.575
2015,SUD,OGI,Gallagher,34.1088,55.325,10,10,10
2015,SUD,OGI,Garrison,36.352799999999995,55.24999999999999,9.8,9.8,9.8
2015,THI,Scott Seed,TAM 305,46.46802220689655,44.32000000000001,11.397499999999999,138.75,34.5
2015,THI,Wildcat Genetic,Oakley CL,70.69164849999999,48.6525,11.175,139.25,39
2015,THI,Limagrain,LCS Wizard,32.3234539137931,42.38,10.4325,139.25,36
2015,THI,Wildcat Genetic,KanMark,64.51177168965518,46.3925,10.432500000000001,136,34.5
2015,THI,Syngenta,SY Sunrise,107.43276234482758,52.835,10.370000000000001,138.25,37
2015,THI,Syngenta,SY Flint,60.94470837931034,48.19500000000001,12.4425,138.25,35.5
2015,THI,Dyna-Gro,Underwood,27.056434482758622,38.779999999999994,10.52,141.75,34.5
2015,THI,Limagrain,LCS Pistol,75.79529915517242,47.470000000000006,10.4775,133.5,39.5
2015,THI,Limagrain,LCH12-012,76.23370718965518,48.525,10.4125,136,41
2015,THI,,MEAN,65.40510257619579,46.689032258064515,10.863870967741937,136.5241935483871,38.20967741935484
2015,THI,Limagrain,LCH13DH-20-87,99.25214218965519,51.74999999999999,11.334999999999999,138.5,42.5
2015,THI,Texas AgriLife,TAM 114,87.48210918965519,51.9175,10.83,136.75,38.5
2015,THI,Watley Seed,TAM 204,65.89652906896552,44.747499999999995,10.887500000000001,139.25,37.5
2015,THI,Plainsgold,Antero,80.17025234482759,42.122499999999995,9.969999999999999,137,40
2015,THI,OGI,Gallagher,59.29515501724138,44.317499999999995,11.732499999999998,138.5,36.5
2015,THI,Limagrain,LCH13DH-21-44,74.21987081034483,50.932500000000005,10.450000000000001,134.25,35.5
2015,THI,Scott Seed,TAM 304,64.87708737931034,42.695,10.43,132.75,36
2015,THI,Limagrain,LCS Mint,57.28221570689655,46.75,10.765,136.75,42.5
2015,THI,Wildcat Genetic,Danby,68.70654336206896,47.835,10.597500000000002,137.5,40
2015,THI,Syngenta,TAM 111,39.12457810344827,41.1775,11.200000000000001,138,41.5
2015,THI,WestBred,Winterhawk,72.44620900000001,47.165000000000006,10.4275,135,40
2015,THI,WestBred,WB-Cedar,83.88763729310345,50.6375,10.495000000000001,132,34.5
2015,THI,Wildcat Genetic,Everest,63.8596234137931,48.7625,10.4175,131.25,37
2015,THI,Plainsgold,Brawl CL Plus,58.84464489655171,47.1675,10.51,134,40
2015,THI,Wildcat Genetic,Clara CL,79.62454234482759,51.800000000000004,10.620000000000001,135.25,39.5
2015,THI,Plainsgold,Byrd,42.93438618965517,42.27250000000001,10.485000000000001,134,40.5
2015,THI,Syngenta,SY Wolf,77.79805986206897,44.7725,13.674999999999999,139.25,37
2015,THI,Limagrain,T158,90.02513906896552,53.082499999999996,10.47,132.25,37.5
2015,THI,OGI,Iba,44.12639474137931,42.9325,12.21,139,38.5
2015,THI,Wildcat Genetic,Denali,55.777486827586216,44.18750000000001,10.455,139,43.5
2015,THI,Watley Seed,TAM 112,34.930090155172415,44.040000000000006,10.5075,134.25,39
2015,THI,WestBred,WB4458,65.53967503448277,48.745000000000005,10.650000000000002,136.75,35.5
2015,TRD,Syngenta,SY Monument,69.81918709920001,55.63249999999999,8.6375,8.6375,8.6375
2015,TRD,Limagrain,LCS Wizard,37.91502895804138,53.0175,8.165000000000001,8.165000000000001,8.165000000000001
2015,TRD,Wildcat Genetic,Oakley CL,53.13272274059655,56.9225,10.122499999999999,10.122499999999999,10.122499999999999
2015,TRD,Limagrain,LCS Mint,48.54238419022414,54.64999999999999,8.864999999999998,8.864999999999998,8.864999999999998
2015,TRD,Plainsgold,Antero,64.9178734246862,57.2775,9.4625,9.4625,9.4625
2015,TRD,WestBred,WB4458,54.52742939706207,56.625,9.4925,9.4925,9.4925
2015,TRD,Wildcat Genetic,KanMark,62.23331483433103,59.252500000000005,9.285,9.285,9.285
2015,TRD,Watley Seed,TAM 204,54.56917800494827,56.2825,9.4125,9.4125,9.4125
2015,TRD,,MEAN,57.663718246199906,56.75455882352941,9.568823529411764,9.568823529411764,9.568823529411764
2015,TRD,Syngenta,SY Sunrise,58.83708846908276,56.64,9.0125,9.0125,9.0125
2015,TRD,Syngenta,SY Flint,54.01795176557242,57.1475,10.17,10.17,10.17
2015,TRD,Kansas,KS11HW39-5-4,68.41878354952414,59.5775,10.7025,10.7025,10.7025
2015,TRD,Limagrain,LCS Pistol,60.89298947239655,56.4625,9.22,9.22,9.22
2015,TRD,Limagrain,LCH12-012,70.71329589985517,56.9525,9.02,9.02,9.02
2015,TRD,Limagrain,LCH13DH-20-87,60.855079114272414,57.637499999999996,9.247499999999999,9.247499999999999,9.247499999999999
2015,TRD,Texas AgriLife,TAM 114,61.73044574843793,55.985,9.555,9.555,9.555
2015,TRD,Wildcat Genetic,Clara CL,66.96401560234139,59.0925,10.77,10.77,10.77
2015,TRD,Limagrain,LCH13DH-14-53W,65.23826548940345,57.915,9.4125,9.4125,9.4125
2015,TRD,WestBred,WB-Grainfield,78.64405157824828,61.67,10.8575,10.8575,10.8575
2015,TRD,AGSECO,TAM 113,50.83210717488276,55.987500000000004,9.697500000000002,9.697500000000002,9.697500000000002
2015,TRD,Wildcat Genetic,Danby,66.75877724321035,56.935,10.13,10.13,10.13
2015,TRD,Syngenta,TAM 111,42.20700919630345,55.81,8.727500000000001,8.727500000000001,8.727500000000001
2015,TRD,Plainsgold,Hatcher,45.59464044256552,52.74,9.635,9.635,9.635
2015,TRD,Wildcat Genetic,Fuller,40.944455530941376,50.287499999999994,8.2025,8.2025,8.2025
2015,TRD,Watley Seed,TAM 112,44.949002961803444,55.97,9.1175,9.1175,9.1175
2015,TRD,WestBred,Winterhawk,59.75350536631035,57.4725,9.7475,9.7475,9.7475
2015,TRD,WestBred,WB-Cedar,57.68597652252069,57.44,10.2675,10.2675,10.2675
2015,TRD,OGI,Iba,49.572261769382756,58.910000000000004,10.0425,10.0425,10.0425
2015,TRD,Plainsgold,Brawl CL Plus,57.91411836331379,58.44,9.5225,9.5225,9.5225
2015,TRD,Wildcat Genetic,Denali,55.92758613928276,52.41,8.67,8.67,8.67
2015,TRD,Plainsgold,Byrd,63.413825465365534,56.9525,9.8775,9.8775,9.8775
2015,TRD,Syngenta,SY Wolf,46.100399294665515,53.6875,8.49,8.49,8.49
2015,TRD,Nebraska,Robidoux,58.15848803691034,56.7875,9.81,9.81,9.81
2015,TRD,Limagrain,T158,73.12606616696208,60.035,10.74,10.74,10.74
2015,TRD,Wildcat Genetic,Everest,55.65911535815173,61.050000000000004,11.2525,11.2525,11.2525
2016,EWD,Kansas,Zenda,60.10825187873089,60.10825187873089,60.10825187873089,60.10825187873089,60.10825187873089
2016,EWD,Dyna-Gro,Long Branch,54.3564917538406,54.3564917538406,54.3564917538406,54.3564917538406,54.3564917538406
2016,EWD,AGSECO,Hot Rod,63.190638742857146,63.190638742857146,63.190638742857146,63.190638742857146,63.190638742857146
2016,EWD,AGSECO,AG Gallant,63.71719823238095,63.71719823238095,63.71719823238095,63.71719823238095,63.71719823238095
2016,EWD,AGSECO,AG Robust,54.56929414693877,54.56929414693877,54.56929414693877,54.56929414693877,54.56929414693877
2016,EWD,Kansas,Larry,52.596376118095236,52.596376118095236,52.596376118095236,52.596376118095236,52.596376118095236
2016,EWD,Watley Seed,TAM 204,58.01253658145203,58.01253658145203,58.01253658145203,58.01253658145203,58.01253658145203
2016,EWD,OGI,OK09915C-1,67.2885550861966,67.2885550861966,67.2885550861966,67.2885550861966,67.2885550861966
2016,EWD,Syngenta,SY Grit,64.4779657658393,64.4779657658393,64.4779657658393,64.4779657658393,64.4779657658393
2016,EWD,Kansas,Tatanka,65.98377326210046,65.98377326210046,65.98377326210046,65.98377326210046,65.98377326210046
2016,EWD,Limagrain,LCS Chrome,56.76002735135134,56.76002735135134,56.76002735135134,56.76002735135134,56.76002735135134
2016,EWD,,MEAN,52.65188357339159,52.65188357339159,52.65188357339159,52.65188357339159,52.65188357339159
2016,EWD,Limagrain,LCH13-048,51.24053742745098,51.24053742745098,51.24053742745098,51.24053742745098,51.24053742745098
2016,EWD,WestBred,WB4721,62.7240365522721,62.7240365522721,62.7240365522721,62.7240365522721,62.7240365522721
2016,EWD,WestBred,WB4303,52.424688237985926,52.424688237985926,52.424688237985926,52.424688237985926,52.424688237985926
2016,EWD,Limagrain,LCH13DH-21-44,70.54789333333333,70.54789333333333,70.54789333333333,70.54789333333333,70.54789333333333
2016,EWD,Limagrain,LCS Pistol,37.334687920219544,37.334687920219544,37.334687920219544,37.334687920219544,37.334687920219544
2016,EWD,Limagrain,PSB13NEDH15-44,58.510696512653055,58.510696512653055,58.510696512653055,58.510696512653055,58.510696512653055
2016,EWD,Syngenta,SY Southwind,64.44005657724165,64.44005657724165,64.44005657724165,64.44005657724165,64.44005657724165
2016,EWD,WestBred,Winterhawk,49.01947403105023,49.01947403105023,49.01947403105023,49.01947403105023,49.01947403105023
2016,EWD,OGI,Bentley,54.73754342857143,54.73754342857143,54.73754342857143,54.73754342857143,54.73754342857143
2016,EWD,WestBred,WB-Cedar,51.63253870485932,51.63253870485932,51.63253870485932,51.63253870485932,51.63253870485932
2016,EWD,Wildcat Genetic,Everest,33.34285284897959,33.34285284897959,33.34285284897959,33.34285284897959,33.34285284897959
2016,EWD,Limagrain,T158,48.02665727402831,48.02665727402831,48.02665727402831,48.02665727402831,48.02665727402831
2016,EWD,WestBred,Armour,25.79825327619048,25.79825327619048,25.79825327619048,25.79825327619048,25.79825327619048
2016,EWD,Wildcat Genetic,1863,72.25580771940135,72.25580771940135,72.25580771940135,72.25580771940135,72.25580771940135
2016,EWD,WestBred,WB-Redhawk,37.413642077921914,37.413642077921914,37.413642077921914,37.413642077921914,37.413642077921914
2016,EWD,Wildcat Genetic,KanMark,38.499661100667716,38.499661100667716,38.499661100667716,38.499661100667716,38.499661100667716
2016,EWD,WestBred,WB4458,51.04799106409971,51.04799106409971,51.04799106409971,51.04799106409971,51.04799106409971
2016,EWD,OGI,Doublestop CL+,44.56652679396466,44.56652679396466,44.56652679396466,44.56652679396466,44.56652679396466
2016,EWD,Limagrain,LCS Mint,39.571418986301374,39.571418986301374,39.571418986301374,39.571418986301374,39.571418986301374
2016,EWD,Limagrain,LCS Wizard,36.75247741326317,36.75247741326317,36.75247741326317,36.75247741326317,36.75247741326317
2016,EWD,Syngenta,SY Monument,54.12092324708342,54.12092324708342,54.12092324708342,54.12092324708342,54.12092324708342
2016,EWD,WestBred,WB-Grainfield,45.54191815336054,45.54191815336054,45.54191815336054,45.54191815336054,45.54191815336054
2016,EWD,Syngenta,SY Wolf,50.31807396862745,50.31807396862745,50.31807396862745,50.31807396862745,50.31807396862745
2016,EWD,Syngenta,SY Flint,51.88645949939528,51.88645949939528,51.88645949939528,51.88645949939528,51.88645949939528
2016,EWDim,Dyna-Gro,Long Branch,71.14620507454161,71.14620507454161,71.14620507454161,71.14620507454161,71.14620507454161
2016,EWDim,Watley Seed,TAM 204,85.45361813778483,85.45361813778483,85.45361813778483,85.45361813778483,85.45361813778483
2016,EWDim,AGSECO,Hot Rod,70.7355836395102,70.7355836395102,70.7355836395102,70.7355836395102,70.7355836395102
2016,EWDim,,MEAN,67.53451926306501,67.53451926306501,67.53451926306501,67.53451926306501,67.53451926306501
2016,EWDim,AGSECO,AG Gallant,69.73150070857143,69.73150070857143,69.73150070857143,69.73150070857143,69.73150070857143
2016,EWDim,Syngenta,SY Grit,73.14295215216032,73.14295215216032,73.14295215216032,73.14295215216032,73.14295215216032
2016,EWDim,Kansas,Zenda,76.84968539036426,76.84968539036426,76.84968539036426,76.84968539036426,76.84968539036426
2016,EWDim,AGSECO,AG Robust,70.10301667210884,70.10301667210884,70.10301667210884,70.10301667210884,70.10301667210884
2016,EWDim,Kansas,Larry,63.96673435428571,63.96673435428571,63.96673435428571,63.96673435428571,63.96673435428571
2016,EWDim,Kansas,Tatanka,74.24274285296802,74.24274285296802,74.24274285296802,74.24274285296802,74.24274285296802
2016,EWDim,Limagrain,LCS Chrome,61.51406197477476,61.51406197477476,61.51406197477476,61.51406197477476,61.51406197477476
2016,EWDim,Limagrain,PSB13NEDH15-44,58.71513894439362,58.71513894439362,58.71513894439362,58.71513894439362,58.71513894439362
2016,EWDim,Limagrain,LCH13-048,66.26655441568629,66.26655441568629,66.26655441568629,66.26655441568629,66.26655441568629
2016,EWDim,OGI,OK09915C-1,62.690243383664445,62.690243383664445,62.690243383664445,62.690243383664445,62.690243383664445
2016,EWDim,WestBred,WB4303,84.38435399136121,84.38435399136121,84.38435399136121,84.38435399136121,84.38435399136121
2016,EWDim,WestBred,WB4458,78.93317189036158,78.93317189036158,78.93317189036158,78.93317189036158,78.93317189036158
2016,EWDim,OGI,Bentley,61.857746612324185,61.857746612324185,61.857746612324185,61.857746612324185,61.857746612324185
2016,EWDim,WestBred,WB4721,74.72169257262583,74.72169257262583,74.72169257262583,74.72169257262583,74.72169257262583
2016,EWDim,Syngenta,SY Wolf,67.53140110588232,67.53140110588232,67.53140110588232,67.53140110588232,67.53140110588232
2016,EWDim,Limagrain,LCS Mint,59.104553521461185,59.104553521461185,59.104553521461185,59.104553521461185,59.104553521461185
2016,EWDim,WestBred,Winterhawk,67.66995522557077,67.66995522557077,67.66995522557077,67.66995522557077,67.66995522557077
2016,EWDim,WestBred,Armour,58.94947567734989,58.94947567734989,58.94947567734989,58.94947567734989,58.94947567734989
2016,EWDim,Limagrain,LCH13DH-21-44,75.52887185388128,75.52887185388128,75.52887185388128,75.52887185388128,75.52887185388128
2016,EWDim,Wildcat Genetic,Everest,59.167801523809516,59.167801523809516,59.167801523809516,59.167801523809516,59.167801523809516
2016,EWDim,Limagrain,T158,59.274497187232946,59.274497187232946,59.274497187232946,59.274497187232946,59.274497187232946
2016,EWDim,Syngenta,SY Southwind,79.99826700845584,79.99826700845584,79.99826700845584,79.99826700845584,79.99826700845584
2016,EWDim,Wildcat Genetic,1863,69.25111778019193,69.25111778019193,69.25111778019193,69.25111778019193,69.25111778019193
2016,EWDim,Syngenta,SY Flint,57.93309305630012,57.93309305630012,57.93309305630012,57.93309305630012,57.93309305630012
2016,EWDim,WestBred,WB-Grainfield,67.08311319869387,67.08311319869387,67.08311319869387,67.08311319869387,67.08311319869387
2016,EWDim,OGI,Doublestop CL+,55.51410860162795,55.51410860162795,55.51410860162795,55.51410860162795,55.51410860162795
2016,EWDim,Limagrain,LCS Wizard,66.7409347976292,66.7409347976292,66.7409347976292,66.7409347976292,66.7409347976292
2016,EWDim,Syngenta,SY Monument,66.12843212781173,66.12843212781173,66.12843212781173,66.12843212781173,66.12843212781173
2016,EWDim,Wildcat Genetic,KanMark,59.8918299092655,59.8918299092655,59.8918299092655,59.8918299092655,59.8918299092655
2016,EWDim,WestBred,WB-Redhawk,61.39570763981976,61.39570763981976,61.39570763981976,61.39570763981976,61.39570763981976
2016,EWDim,Limagrain,LCS Pistol,61.79492643264721,61.79492643264721,61.79492643264721,61.79492643264721,61.79492643264721
2016,EWDim,WestBred,WB-Cedar,66.29508479215686,66.29508479215686,66.29508479215686,66.29508479215686,66.29508479215686
2016,FNI,PlainsGold,Avery,123.12083609296673,59.525,11.575,11.575,11.575
2016,FNI,Syngenta,SY Grit,111.21886032204162,59.2,11.425,11.425,11.425
2016,FNI,Watley Seed,TAM 204,125.18228421692237,57.324999999999996,11.325,11.325,11.325
2016,FNI,AGSECO,TAM 114,117.45011218289532,60.4,11.4,11.4,11.4
2016,FNI,Scott Seed,TAM 305,118.63935120765609,59.525,11.475000000000001,11.475000000000001,11.475000000000001
2016,FNI,Limagrain,LCS Pistol,113.48717378095093,60,11.475,11.475,11.475
2016,FNI,WestBred,WB4303,109.90858453592587,56,11.275,11.275,11.275
2016,FNI,Limagrain,LCH13DH-21-44,109.1283155855993,59.025,11.425,11.425,11.425
2016,FNI,PlainsGold,CO11D446,119.34767818623729,58.974999999999994,11.725,11.725,11.725
2016,FNI,PlainsGold,CO11D1767,128.82659357435818,58.900000000000006,11.425,11.425,11.425
2016,FNI,Croplan,Exp HRW15-14,119.15364256418044,59.075,11.725,11.725,11.725
2016,FNI,Dyna-Gro,Long Branch,128.55432059851134,57.85,11.85,11.85,11.85
2016,FNI,Wildcat Genetic,Zenda,120.48092966732493,58.975,11.549999999999999,11.549999999999999,11.549999999999999
2016,FNI,Wildcat Genetic,Larry,108.88695890931187,58.77499999999999,11.274999999999999,11.274999999999999,11.274999999999999
2016,FNI,Limagrain,LCS Chrome,124.26438075345587,58.9,11.25,11.25,11.25
2016,FNI,Wildcat Genetic,Joe,116.19106334497948,58.275,11.475000000000001,11.475000000000001,11.475000000000001
2016,FNI,Limagrain,LCH13-048,115.07740566610968,59.699999999999996,11.375,11.375,11.375
2016,FNI,WestBred,WB-Grainfield,121.07111484125778,60.575,11.700000000000001,11.700000000000001,11.700000000000001
2016,FNI,Limagrain,LCH13NEDH-14-69,116.91620864347561,59,11.625,11.625,11.625
2016,FNI,Limagrain,T158,110.21920879538204,59.45,11.375,11.375,11.375
2016,FNI,WestBred,Winterhawk,109.2328832599119,60.55,11.65,11.65,11.65
2016,FNI,,MEAN,116.52110466936982,59.03525641025641,11.497435897435897,11.497435897435897,11.497435897435897
2016,FNI,Watley Seed,TAM 112,121.06928596384627,59.55,11.575,11.575,11.575
2016,FNI,Scott Seed,TAM 304,117.93134589093118,58.050000000000004,11.325,11.325,11.325
2016,FNI,Wildcat Genetic,Everest,107.44772428983745,59.675000000000004,11.399999999999999,11.399999999999999,11.399999999999999
2016,FNI,PlainsGold,Brawl CL Plus,110.5719064256418,59.550000000000004,11.45,11.45,11.45
2016,FNI,Wildcat Genetic,Denali,121.49986252468477,59.525000000000006,11.775,11.775,11.775
2016,FNI,PlainsGold,Antero,133.13438105726874,58.575,11.6,11.6,11.6
2016,FNI,Syngenta,SY Wolf,115.11947903691325,57.8,11.7,11.7,11.7
2016,FNI,Dyna-Gro,Underwood,105.78314256418047,59.775000000000006,11.5,11.5,11.5
2016,FNI,WestBred,WB4458,104.43906471213734,58.9,11.250000000000002,11.250000000000002,11.250000000000002
2016,FNI,Limagrain,LCS Mint,110.13658765000758,59.025,11.649999999999999,11.649999999999999,11.649999999999999
2016,FNI,Wildcat Genetic,Oakley CL,129.62628171046634,59.925000000000004,11.4,11.4,11.4
2016,FNI,Limagrain,LCS Wizard,108.4043098891083,59.375,11.575,11.575,11.575
2016,FNI,Syngenta,SY Monument,115.88106402855841,58.599999999999994,11.275,11.275,11.275
2016,FNI,Wildcat Genetic,KanMark,107.52841546407413,58.325,11.45,11.45,11.45
2016,FNI,Syngenta,SY Sunrise,116.80946285887893,58.9,11.524999999999999,11.524999999999999,11.524999999999999
2016,FNI,Syngenta,SY Flint,112.29378991341333,58.125,11.325,11.325,11.325
2016,FNI,PlainsGold,Byrd,113.28528041926174,59.075,11.575,11.575,11.575
2016,FNI,Syngenta,TAM 111,127.00379097675832,59.625,11.675,11.675,11.675
2016,GRD,Wildcat Genetic,Zenda,63.63403908045977,56.85000000000001,10.25,119.5,33.75
2016,GRD,Limagrain,LCS Pistol,75.53065775041051,55.95,10.02,113,32.75
2016,GRD,AGSECO,TAM 114,70.80615016420361,57.55,10.225,115.5,32.25
2016,GRD,Syngenta,SY Grit,61.623683686371095,54.599999999999994,9.977500000000001,116.75,32
2016,GRD,PlainsGold,Avery,75.39220911330051,56.25,10.375,119.75,36
2016,GRD,PlainsGold,CO11D446,79.78149901477832,55.925,10.275,113,32
2016,GRD,PlainsGold,CO11D1767,73.9137699178982,55.375,10.085,121.5,35
2016,GRD,Syngenta,SY Sunrise,61.47218234811166,55.95,10.225,120,29
2016,GRD,Dyna-Gro,Long Branch,69.14268428571428,55.5,10.155,119.5,34.25
2016,GRD,Wildcat Genetic,KanMark,65.49917143678162,56.775,10.1725,120,30.25
2016,GRD,Wildcat Genetic,Larry,69.73034293924466,56.675,10.149999999999999,118.75,33.5
2016,GRD,Wildcat Genetic,Tatanka,72.03225369458129,57.7,10.174999999999999,116.25,32
2016,GRD,Limagrain,LCS Chrome,61.8811861904762,55.325,9.895,120.25,35.5
2016,GRD,Limagrain,LCH13NEDH-14-69,75.03237816091954,57.275,10.325000000000001,120,33.25
2016,GRD,Limagrain,LCH13-048,70.97920599343185,56.625,10.2,109.5,31.25
2016,GRD,WestBred,WB4721,69.84520353037767,57.349999999999994,10.225,118.5,33.25
2016,GRD,,MEAN,67.72677645161541,56.61351351351351,10.253513513513514,117.69594594594595,33.067567567567565
2016,GRD,Croplan,Exp HRW15-14,68.98243776683088,55.650000000000006,10.174999999999999,119.25,33.5
2016,GRD,Limagrain,T158,63.3241578817734,57.1,10.2,113,29.5
2016,GRD,Wildcat Genetic,Danby,74.57108801313629,59.224999999999994,10.45,118,35.25
2016,GRD,Syngenta,TAM 111,65.73381625615764,56.900000000000006,10.475,119.25,35.25
2016,GRD,Watley Seed,TAM 112,63.30952463054187,57.8,10.4,118.5,33.75
2016,GRD,WestBred,Winterhawk,62.29731691297209,57.8,10.5,118.5,34.25
2016,GRD,Wildcat Genetic,Everest,60.84453210180624,56.574999999999996,10.225,111.5,31
