,YEAR,LOC,STATE,COUNTY_CITY,BRAND,NAME,PCODE,YIELD,WATER_REGIME,PAVG,TW,MOIST,HT,HEAD
0,1982,BRD,KS,BROWN,KANSAS,TRIUMPH 64,9,40,Dryland,106,58,0,0,
1,1982,RND,KS,RENO,NORTHRUP KING,817,206,56,Dryland,98,58,0,0,
2,1982,RND,KS,RENO,NORTHRUP KING,835,204,56,Dryland,97,59,0,0,
3,1982,RND,KS,RENO,TEXAS,TAM 105,184,67,Dryland,116,59,0,0,
4,1982,RND,KS,RENO,NEBRASKA,CENTURK 78,168,64,Dryland,111,59,0,0,
5,1982,RND,KS,RENO,NEBRASKA,BENNETT,167,52,Dryland,90,58,0,0,
6,1982,RND,KS,RENO,KANSAS,75210,155,56,Dryland,97,61,0,0,
7,1982,RND,KS,RENO,AGRIPRO,WINGS,149,64,Dryland,111,59,0,0,
8,1982,RND,KS,RENO,COLORADO,VONA,144,64,Dryland,111,55,0,0,
9,1982,RND,KS,RENO,SEED RESEARCH,FRONTIERSMAN,208,43,Dryland,75,55,0,0,
10,1982,RND,KS,RENO,KANSAS,NEWTON,73,57,Dryland,99,60,0,0,
11,1982,RND,KS,RENO,KANSAS,EAGLE,13,55,Dryland,95,60,0,0,
12,1982,RND,KS,RENO,KANSAS,SCOUT 66,11,60,Dryland,105,59,0,0,
13,1982,RND,KS,RENO,KANSAS,TRIUMPH 64,9,52,Dryland,90,60,0,0,
14,1982,RLD,KS,RILEY,ROHM & HAAS,(S) MCNAIR 1003,282,62,Dryland,112,54,0,0,
15,1982,RLD,KS,RILEY,STAR SEED,830,281,61,Dryland,111,60,0,0,
16,1982,RLD,KS,RILEY,HYBRITECH,H104A,277,61,Dryland,111,56,0,0,
17,1982,RLD,KS,RILEY,KANSAS,(S) PIKE,259,48,Dryland,87,54,0,0,
18,1982,RLD,KS,RILEY,SEED RESEARCH,BRAWNY,253,41,Dryland,74,56,0,0,
19,1982,RND,KS,RENO,KANSAS,LARNED,69,56,Dryland,97,60,0,0,
20,1982,RND,KS,RENO,SEED RESEARCH,CITATION,209,54,Dryland,94,58,0,0,
21,1982,RND,KS,RENO,KANSAS,ARKAN,224,60,Dryland,105,56,0,0,
22,1982,RND,KS,RENO,AGRIPRO,HAWK,240,63,Dryland,110,59,0,0,
23,1982,RPD,KS,REPUBLIC,NEBRASKA,CENTURK 78,168,37,Dryland,72,59,0,0,
24,1982,RPD,KS,REPUBLIC,NEBRASKA,BENNETT,167,35,Dryland,67,60,0,0,
25,1982,RPD,KS,REPUBLIC,KANSAS,75210,155,49,Dryland,94,61,0,0,
26,1982,RPD,KS,REPUBLIC,AGRIPRO,WINGS,149,59,Dryland,114,61,0,0,
27,1982,RPD,KS,REPUBLIC,COLORADO,VONA,144,66,Dryland,126,59,0,0,
28,1982,RPD,KS,REPUBLIC,KANSAS,NEWTON,73,53,Dryland,101,59,0,0,
29,1982,RPD,KS,REPUBLIC,KANSAS,LARNED,69,42,Dryland,80,59,0,0,
30,1982,RPD,KS,REPUBLIC,KANSAS,EAGLE,13,41,Dryland,79,58,0,0,
31,1982,RPD,KS,REPUBLIC,KANSAS,SCOUT 66,11,36,Dryland,70,61,0,0,
32,1982,RND,KS,RENO,STAR SEED,830,281,62,Dryland,108,62,0,0,
33,1982,RND,KS,RENO,ROHM & HAAS,HW 1010,280,62,Dryland,108,59,0,0,
34,1982,RND,KS,RENO,ROHM & HAAS,HW 1009,279,53,Dryland,92,59,0,0,
35,1982,RND,KS,RENO,ROHM & HAAS,HW 1007,278,55,Dryland,95,60,0,0,
36,1982,RND,KS,RENO,BOUNTY,100,276,48,Dryland,84,60,0,0,
37,1982,RND,KS,RENO,BOUNTY,300,275,60,Dryland,105,60,0,0,
38,1982,RND,KS,RENO,BOUNTY,200,274,64,Dryland,112,57,0,0,
39,1982,RND,KS,RENO,SEED RESEARCH,BRAWNY,253,45,Dryland,78,59,0,0,
40,1982,RND,KS,RENO,ROHM & HAAS,HW 1001,242,66,Dryland,115,60,0,0,
41,1982,RND,KS,RENO,PIONEER,PL145,241,51,Dryland,89,58,0,0,
42,1982,RLD,KS,RILEY,PIONEER,PL145,241,55,Dryland,101,55,0,0,
43,1982,RPD,KS,REPUBLIC,AGRIPRO,ROCKY,175,38,Dryland,72,60,0,0,
44,1982,RLD,KS,RILEY,AGRIPRO,HAWK,240,73,Dryland,132,58,0,0,
45,1982,RLD,KS,RILEY,KANSAS,ARKAN,224,59,Dryland,107,57,0,0,
46,1982,LBD,KS,LABETTE,KANSAS,ARKAN,224,44,Dryland,100,55,0,0,
47,1982,LBD,KS,LABETTE,SEED RESEARCH,CITATION,209,37,Dryland,83,53,0,0,
48,1982,LBD,KS,LABETTE,SEED RESEARCH,FRONTIERSMAN,208,35,Dryland,80,56,0,0,
49,1982,LBD,KS,LABETTE,NORTHRUP KING,817,206,45,Dryland,102,55,0,0,
50,1982,LBD,KS,LABETTE,NORTHRUP KING,835,204,49,Dryland,110,58,0,0,
51,1982,LBD,KS,LABETTE,TEXAS,TAM 105,184,53,Dryland,118,55,0,0,
52,1982,LBD,KS,LABETTE,OKLAHOMA,PAYNE,169,47,Dryland,105,54,0,0,
53,1982,LBD,KS,LABETTE,NEBRASKA,CENTURK 78,168,48,Dryland,108,54,0,0,
54,1982,LBD,KS,LABETTE,AGRIPRO,HAWK,240,41,Dryland,92,50,0,0,
55,1982,LBD,KS,LABETTE,NEBRASKA,BENNETT,167,43,Dryland,98,54,0,0,
56,1982,LBD,KS,LABETTE,AGRIPRO,WINGS,149,49,Dryland,110,56,0,0,
57,1982,LBD,KS,LABETTE,COLORADO,VONA,144,37,Dryland,83,52,0,0,
58,1982,LBD,KS,LABETTE,MISSOURI,HART,119,45,Dryland,101,53,0,0,
59,1982,LBD,KS,LABETTE,KANSAS,PARKER 76,98,44,Dryland,99,57,0,0,
60,1982,LBD,KS,LABETTE,KANSAS,NEWTON,73,38,Dryland,86,50,0,0,
61,1982,LBD,KS,LABETTE,KANSAS,LARNED,69,47,Dryland,106,54,0,0,
62,1982,LBD,KS,LABETTE,KANSAS,SCOUT 66,11,44,Dryland,99,56,0,0,
63,1982,LBD,KS,LABETTE,KANSAS,TRIUMPH 64,9,41,Dryland,93,58,0,0,
64,1982,LBD,KS,LABETTE,KANSAS,75210,155,44,Dryland,98,53,0,0,
65,1982,LBD,KS,LABETTE,PIONEER,PL145,241,45,Dryland,101,49,0,0,
66,1982,LBD,KS,LABETTE,SEED RESEARCH,BRAWNY,253,38,Dryland,86,56,0,0,
67,1982,LBD,KS,LABETTE,KANSAS,(S) PIKE,259,49,Dryland,110,54,0,0,
68,1982,RLD,KS,RILEY,SEED RESEARCH,CITATION,209,42,Dryland,76,56,0,0,
69,1982,RLD,KS,RILEY,SEED RESEARCH,FRONTIERSMAN,208,37,Dryland,67,56,0,0,
70,1982,RLD,KS,RILEY,NORTHRUP KING,817,206,63,Dryland,115,58,0,0,
71,1982,RLD,KS,RILEY,NORTHRUP KING,835,204,54,Dryland,98,58,0,0,
72,1982,RLD,KS,RILEY,TEXAS,TAM 105,184,50,Dryland,91,54,0,0,
73,1982,RLD,KS,RILEY,AGRIPRO,ROCKY,175,60,Dryland,109,57,0,0,
74,1982,RLD,KS,RILEY,NEBRASKA,CENTURK 78,168,61,Dryland,110,56,0,0,
75,1982,RLD,KS,RILEY,NEBRASKA,BENNETT,167,53,Dryland,96,56,0,0,
76,1982,RLD,KS,RILEY,KANSAS,75210,155,64,Dryland,117,59,0,0,
77,1982,RLD,KS,RILEY,AGRIPRO,WINGS,149,57,Dryland,103,58,0,0,
78,1982,RLD,KS,RILEY,COLORADO,VONA,144,44,Dryland,79,56,0,0,
79,1982,RLD,KS,RILEY,MISSOURI,HART,119,69,Dryland,125,56,0,0,
80,1982,RLD,KS,RILEY,KANSAS,PARKER 76,98,49,Dryland,89,58,0,0,
81,1982,RLD,KS,RILEY,KANSAS,NEWTON,73,67,Dryland,122,58,0,0,
82,1982,RLD,KS,RILEY,KANSAS,LARNED,69,48,Dryland,87,56,0,0,
83,1982,RLD,KS,RILEY,KANSAS,SCOUT 66,11,40,Dryland,74,56,0,0,
84,1982,RLD,KS,RILEY,KANSAS,TRIUMPH 64,9,51,Dryland,93,58,0,0,
85,1982,LBD,KS,LABETTE,ROHM & HAAS,(S) MCNAIR 1003,282,50,Dryland,112,50,0,0,
86,1982,LBD,KS,LABETTE,STAR SEED,830,281,49,Dryland,111,57,0,0,
87,1982,RLD,KS,RILEY,AGRIPRO,ARCHER,239,56,Dryland,101,55,0,0,
88,1982,RPD,KS,REPUBLIC,TEXAS,TAM 105,184,59,Dryland,113,60,0,0,
89,1982,RPD,KS,REPUBLIC,NORTHRUP KING,835,204,58,Dryland,110,62,0,0,
90,1982,RPD,KS,REPUBLIC,NORTHRUP KING,817,206,42,Dryland,80,61,0,0,
91,1982,THI,KS,THOMAS,COLORADO,VONA,144,57,Irrigated,108,58,0,0,
92,1982,THI,KS,THOMAS,KANSAS,NEWTON,73,50,Irrigated,94,58,0,0,
93,1982,THI,KS,THOMAS,KANSAS,LARNED,69,47,Irrigated,88,57,0,0,
94,1982,THI,KS,THOMAS,KANSAS,EAGLE,13,46,Irrigated,87,57,0,0,
95,1982,THI,KS,THOMAS,KANSAS,SCOUT 66,11,34,Irrigated,64,57,0,0,
96,1982,THD,KS,THOMAS,STAR SEED,830,281,48,Dryland,100,61,0,0,
97,1982,THD,KS,THOMAS,ROHM & HAAS,HW 1010,280,47,Dryland,97,59,0,0,
98,1982,THD,KS,THOMAS,ROHM & HAAS,HW 1009,279,44,Dryland,91,58,0,0,
99,1982,THI,KS,THOMAS,AGRIPRO,WINGS,149,54,Irrigated,102,59,0,0,
100,1982,THD,KS,THOMAS,ROHM & HAAS,HW 1007,278,50,Dryland,102,58,0,0,
101,1982,THD,KS,THOMAS,ROHM & HAAS,HW 1001,242,49,Dryland,101,59,0,0,
102,1982,THD,KS,THOMAS,AGRIPRO,HAWK,240,53,Dryland,109,59,0,0,
103,1982,THD,KS,THOMAS,AGRIPRO,ARCHER,239,47,Dryland,97,57,0,0,
104,1982,THD,KS,THOMAS,COLORADO,DUKE,238,39,Dryland,82,60,0,0,
105,1982,THD,KS,THOMAS,NEBRASKA,BRULE,234,48,Dryland,100,57,0,0,
106,1982,THD,KS,THOMAS,KANSAS,ARKAN,224,45,Dryland,94,57,0,0,
107,1982,THD,KS,THOMAS,NORTHRUP KING,817,206,49,Dryland,101,59,0,0,
108,1982,THD,KS,THOMAS,NORTHRUP KING,835,204,49,Dryland,101,60,0,0,
109,1982,THD,KS,THOMAS,COLORADO,SANDY,244,55,Dryland,113,59,0,0,
110,1982,THI,KS,THOMAS,KANSAS,75210,155,54,Irrigated,101,60,0,0,
111,1982,THI,KS,THOMAS,NEBRASKA,BENNETT,167,57,Irrigated,107,58,0,0,
112,1982,THI,KS,THOMAS,NEBRASKA,CENTURK 78,168,36,Irrigated,68,56,0,0,
113,1982,THI,KS,THOMAS,STAR SEED,830,281,62,Irrigated,118,60,0,0,
114,1982,THI,KS,THOMAS,ROHM & HAAS,HW 1010,280,57,Irrigated,108,59,0,0,
115,1982,THI,KS,THOMAS,ROHM & HAAS,HW 1009,279,49,Irrigated,93,58,0,0,
116,1982,THI,KS,THOMAS,ROHM & HAAS,HW 1007,278,52,Irrigated,97,58,0,0,
117,1982,THI,KS,THOMAS,HYBRITECH,H104A,277,58,Irrigated,109,57,0,0,
118,1982,THI,KS,THOMAS,BOUNTY,100,276,64,Irrigated,120,57,0,0,
119,1982,THI,KS,THOMAS,BOUNTY,300,275,60,Irrigated,113,59,0,0,
120,1982,THI,KS,THOMAS,BOUNTY,200,274,58,Irrigated,108,55,0,0,
121,1982,THI,KS,THOMAS,SEED RESEARCH,BRAWNY,253,54,Irrigated,102,59,0,0,
122,1982,THI,KS,THOMAS,ROHM & HAAS,HW 1001,242,54,Irrigated,103,58,0,0,
123,1982,THI,KS,THOMAS,AGRIPRO,HAWK,240,40,Irrigated,75,57,0,0,
124,1982,THI,KS,THOMAS,AGRIPRO,ARCHER,239,46,Irrigated,87,56,0,0,
125,1982,THI,KS,THOMAS,KANSAS,ARKAN,224,59,Irrigated,111,58,0,0,
126,1982,THI,KS,THOMAS,SEED RESEARCH,CITATION,209,55,Irrigated,104,58,0,0,
127,1982,THI,KS,THOMAS,SEED RESEARCH,FRONTIERSMAN,208,57,Irrigated,108,57,0,0,
128,1982,THI,KS,THOMAS,NORTHRUP KING,817,206,57,Irrigated,107,59,0,0,
129,1982,THI,KS,THOMAS,NORTHRUP KING,835,204,59,Irrigated,111,61,0,0,
130,1982,THI,KS,THOMAS,TEXAS,TAM 105,184,58,Irrigated,109,57,0,0,
131,1982,THI,KS,THOMAS,AGRIPRO,ROCKY,175,44,Irrigated,83,57,0,0,
132,1982,THD,KS,THOMAS,TEXAS,TAM 105,184,54,Dryland,112,58,0,0,
133,1982,THD,KS,THOMAS,AGRIPRO,ROCKY,175,49,Dryland,101,58,0,0,
134,1982,THD,KS,THOMAS,NEBRASKA,CENTURK 78,168,47,Dryland,98,58,0,0,
135,1982,THD,KS,THOMAS,NEBRASKA,BENNETT,167,46,Dryland,94,58,0,0,
136,1982,STD,KS,STAFFORD,KANSAS,75210,155,34,Dryland,74,62,0,0,
137,1982,STD,KS,STAFFORD,AGRIPRO,WINGS,149,53,Dryland,112,63,0,0,
138,1982,STD,KS,STAFFORD,COLORADO,VONA,144,52,Dryland,112,61,0,0,
139,1982,STD,KS,STAFFORD,KANSAS,NEWTON,73,27,Dryland,57,60,0,0,
140,1982,STD,KS,STAFFORD,KANSAS,LARNED,69,49,Dryland,105,62,0,0,
141,1982,STD,KS,STAFFORD,KANSAS,EAGLE,13,44,Dryland,93,61,0,0,
142,1982,STD,KS,STAFFORD,KANSAS,SCOUT 66,11,45,Dryland,96,62,0,0,
143,1982,STD,KS,STAFFORD,KANSAS,TRIUMPH 64,9,39,Dryland,83,62,0,0,
144,1982,RPD,KS,REPUBLIC,STAR SEED,830,281,63,Dryland,120,62,0,0,
145,1982,RPD,KS,REPUBLIC,ROHM & HAAS,HW 1010,280,64,Dryland,123,60,0,0,
146,1982,RPD,KS,REPUBLIC,ROHM & HAAS,HW 1009,279,54,Dryland,104,61,0,0,
147,1982,RPD,KS,REPUBLIC,HYBRITECH,H104A,277,51,Dryland,97,58,0,0,
148,1982,RPD,KS,REPUBLIC,BOUNTY,100,276,66,Dryland,127,61,0,0,
149,1982,RPD,KS,REPUBLIC,BOUNTY,300,275,60,Dryland,115,61,0,0,
150,1982,RPD,KS,REPUBLIC,BOUNTY,200,274,59,Dryland,114,57,0,0,
151,1982,RPD,KS,REPUBLIC,ROHM & HAAS,HW 1001,242,52,Dryland,100,61,0,0,
152,1982,RPD,KS,REPUBLIC,AGRIPRO,HAWK,240,46,Dryland,88,56,0,0,
153,1982,RPD,KS,REPUBLIC,AGRIPRO,ARCHER,239,57,Dryland,109,59,0,0,
154,1982,RPD,KS,REPUBLIC,KANSAS,ARKAN,224,60,Dryland,115,60,0,0,
155,1982,STD,KS,STAFFORD,NEBRASKA,BENNETT,167,35,Dryland,75,61,0,0,
156,1982,HVD,KS,HARVEY,STAR SEED,830,281,23,Dryland,95,57,0,0,
157,1982,STD,KS,STAFFORD,NEBRASKA,CENTURK 78,168,66,Dryland,141,63,0,0,
158,1982,STD,KS,STAFFORD,NORTHRUP KING,835,204,47,Dryland,101,63,0,0,
159,1982,THD,KS,THOMAS,KANSAS,75210,155,48,Dryland,99,60,0,0,
160,1982,THD,KS,THOMAS,AGRIPRO,WINGS,149,51,Dryland,105,59,0,0,
161,1982,THD,KS,THOMAS,COLORADO,VONA,144,48,Dryland,99,58,0,0,
162,1982,THD,KS,THOMAS,KANSAS,NEWTON,73,46,Dryland,96,59,0,0,
163,1982,THD,KS,THOMAS,KANSAS,LARNED,69,47,Dryland,98,59,0,0,
164,1982,THD,KS,THOMAS,NEBRASKA,BUCKSKIN,44,50,Dryland,103,59,0,0,
165,1982,THD,KS,THOMAS,KANSAS,EAGLE,13,47,Dryland,98,59,0,0,
166,1982,THD,KS,THOMAS,KANSAS,SCOUT 66,11,47,Dryland,97,59,0,0,
167,1982,STD,KS,STAFFORD,STAR SEED,830,281,48,Dryland,102,64,0,0,
168,1982,STD,KS,STAFFORD,ROHM & HAAS,HW 1010,280,38,Dryland,82,61,0,0,
169,1982,STD,KS,STAFFORD,ROHM & HAAS,HW 1009,279,22,Dryland,48,58,0,0,
170,1982,STD,KS,STAFFORD,ROHM & HAAS,HW 1007,278,58,Dryland,123,63,0,0,
171,1982,STD,KS,STAFFORD,HYBRITECH,H104A,277,65,Dryland,139,62,0,0,
172,1982,STD,KS,STAFFORD,COLORADO,SANDY,244,62,Dryland,133,63,0,0,
173,1982,STD,KS,STAFFORD,ROHM & HAAS,HW 1001,242,56,Dryland,118,62,0,0,
174,1982,STD,KS,STAFFORD,AGRIPRO,HAWK,240,66,Dryland,140,63,0,0,
175,1982,STD,KS,STAFFORD,NEBRASKA,BRULE,234,57,Dryland,122,62,0,0,
176,1982,STD,KS,STAFFORD,KANSAS,ARKAN,224,38,Dryland,82,60,0,0,
177,1982,STD,KS,STAFFORD,NORTHRUP KING,817,206,51,Dryland,109,63,0,0,
178,1982,STD,KS,STAFFORD,TEXAS,TAM 105,184,40,Dryland,85,61,0,0,
179,1982,HVD,KS,HARVEY,ROHM & HAAS,HW 1010,280,23,Dryland,95,53,0,0,
180,1982,STD,KS,STAFFORD,NEBRASKA,BUCKSKIN,44,63,Dryland,134,62,0,0,
181,1982,HVD,KS,HARVEY,HYBRITECH,H104A,277,24,Dryland,97,53,0,0,
182,1982,FND,KS,FINNEY,ROHM & HAAS,HW 1007,278,12,Dryland,60,60,0,0,
183,1982,FND,KS,FINNEY,ROHM & HAAS,HW 1001,242,24,Dryland,114,61,0,0,
184,1982,FND,KS,FINNEY,PIONEER,PL145,241,19,Dryland,93,59,0,0,
185,1982,FND,KS,FINNEY,AGRIPRO,HAWK,240,25,Dryland,121,60,0,0,
186,1982,FND,KS,FINNEY,KANSAS,ARKAN,224,10,Dryland,51,57,0,0,
187,1982,FND,KS,FINNEY,NORTHRUP KING,817,206,24,Dryland,115,61,0,0,
188,1982,FND,KS,FINNEY,NORTHRUP KING,835,204,22,Dryland,104,61,0,0,
189,1982,FND,KS,FINNEY,TEXAS,TAM 105,184,30,Dryland,143,60,0,0,
190,1982,FND,KS,FINNEY,ROHM & HAAS,HW 1009,279,18,Dryland,85,60,0,0,
191,1982,FND,KS,FINNEY,NEBRASKA,CENTURK 78,168,20,Dryland,95,59,0,0,
192,1982,FND,KS,FINNEY,KANSAS,75210,155,14,Dryland,66,61,0,0,
193,1982,FND,KS,FINNEY,AGRIPRO,WINGS,149,22,Dryland,106,61,0,0,
194,1982,FND,KS,FINNEY,COLORADO,VONA,144,23,Dryland,108,60,0,0,
195,1982,FND,KS,FINNEY,KANSAS,NEWTON,73,17,Dryland,83,60,0,0,
196,1982,FND,KS,FINNEY,KANSAS,LARNED,69,21,Dryland,101,60,0,0,
197,1982,FND,KS,FINNEY,NEBRASKA,BUCKSKIN,44,23,Dryland,111,60,0,0,
198,1982,FND,KS,FINNEY,KANSAS,EAGLE,13,23,Dryland,109,60,0,0,
199,1982,FND,KS,FINNEY,KANSAS,SCOUT 66,11,21,Dryland,99,61,0,0,
200,1982,FND,KS,FINNEY,NEBRASKA,BENNETT,167,25,Dryland,119,60,0,0,
201,1982,FND,KS,FINNEY,ROHM & HAAS,HW 1010,280,21,Dryland,102,61,0,0,
202,1982,FND,KS,FINNEY,STAR SEED,830,281,22,Dryland,104,62,0,0,
203,1982,FNI,KS,FINNEY,KANSAS,SCOUT 66,11,73,Irrigated,99,60,0,0,
204,1982,FNI,KS,FINNEY,HYBRITECH,H104A,277,73,Irrigated,100,60,0,0,
205,1982,FNI,KS,FINNEY,BOUNTY,100,276,81,Irrigated,110,59,0,0,
206,1982,FNI,KS,FINNEY,BOUNTY,300,275,79,Irrigated,107,60,0,0,
207,1982,FNI,KS,FINNEY,BOUNTY,200,274,70,Irrigated,95,54,0,0,
208,1982,FNI,KS,FINNEY,ROHM & HAAS,HW 1001,242,72,Irrigated,97,60,0,0,
209,1982,FNI,KS,FINNEY,PIONEER,PL145,241,75,Irrigated,101,58,0,0,
210,1982,FNI,KS,FINNEY,AGRIPRO,HAWK,240,71,Irrigated,96,58,0,0,
211,1982,FNI,KS,FINNEY,KANSAS,ARKAN,224,65,Irrigated,88,60,0,0,
212,1982,FNI,KS,FINNEY,NORTHRUP KING,817,206,76,Irrigated,103,61,0,0,
213,1982,FNI,KS,FINNEY,NORTHRUP KING,835,204,71,Irrigated,96,62,0,0,
214,1982,FNI,KS,FINNEY,TEXAS,TAM 105,184,78,Irrigated,105,60,0,0,
215,1982,FNI,KS,FINNEY,NEBRASKA,CENTURK 78,168,73,Irrigated,98,60,0,0,
216,1982,FNI,KS,FINNEY,NEBRASKA,BENNETT,167,67,Irrigated,91,59,0,0,
217,1982,FNI,KS,FINNEY,KANSAS,75210,155,77,Irrigated,104,61,0,0,
218,1982,FNI,KS,FINNEY,AGRIPRO,WINGS,149,74,Irrigated,100,61,0,0,
219,1982,FNI,KS,FINNEY,COLORADO,VONA,144,72,Irrigated,98,59,0,0,
220,1982,FNI,KS,FINNEY,KANSAS,NEWTON,73,80,Irrigated,108,60,0,0,
221,1982,FNI,KS,FINNEY,KANSAS,LARNED,69,77,Irrigated,105,60,0,0,
222,1982,FNI,KS,FINNEY,KANSAS,EAGLE,13,71,Irrigated,96,60,0,0,
223,1982,ELDF,KS,ELLIS,STAR SEED,830,281,64,Dryland,106,60,0,0,
224,1982,FNI,KS,FINNEY,ROHM & HAAS,HW 1007,278,72,Irrigated,97,60,0,0,
225,1982,ELDF,KS,ELLIS,ROHM & HAAS,HW 1010,280,61,Dryland,102,59,0,0,
226,1982,ELDF,KS,ELLIS,HYBRITECH,H104A,277,62,Dryland,103,58,0,0,
227,1982,BRD,KS,BROWN,KANSAS,(S) PIKE,259,46,Dryland,121,56,0,0,
228,1982,BRD,KS,BROWN,AGRIPRO,HAWK,240,23,Dryland,61,51,0,0,
229,1982,BRD,KS,BROWN,AGRIPRO,ARCHER,239,31,Dryland,82,52,0,0,
230,1982,BRD,KS,BROWN,KANSAS,ARKAN,224,48,Dryland,125,57,0,0,
231,1982,BRD,KS,BROWN,TEXAS,TAM 105,184,43,Dryland,113,56,0,0,
232,1982,BRD,KS,BROWN,AGRIPRO,ROCKY,175,33,Dryland,88,53,0,0,
233,1982,BRD,KS,BROWN,NEBRASKA,CENTURK 78,168,33,Dryland,87,54,0,0,
234,1982,BRD,KS,BROWN,NEBRASKA,BENNETT,167,32,Dryland,85,56,0,0,
235,1982,BRD,KS,BROWN,HYBRITECH,H104A,277,40,Dryland,106,55,0,0,
236,1982,BRD,KS,BROWN,KANSAS,75210,155,29,Dryland,77,56,0,0,
237,1982,BRD,KS,BROWN,COLORADO,VONA,144,40,Dryland,105,55,0,0,
238,1982,BRD,KS,BROWN,MISSOURI,HART,119,44,Dryland,116,55,0,0,
239,1982,BRD,KS,BROWN,KANSAS,PARKER 76,98,41,Dryland,109,60,0,0,
240,1982,BRD,KS,BROWN,KANSAS,NEWTON,73,33,Dryland,86,55,0,0,
241,1982,BRD,KS,BROWN,KANSAS,LARNED,69,41,Dryland,107,56,0,0,
242,1982,BRD,KS,BROWN,NEBRASKA,BUCKSKIN,44,38,Dryland,100,56,0,0,
243,1982,BRD,KS,BROWN,KANSAS,SCOUT 66,11,35,Dryland,93,56,0,0,
244,1982,HVD,KS,HARVEY,ROHM & HAAS,HW 1009,279,19,Dryland,78,52,0,0,
245,1982,BRD,KS,BROWN,AGRIPRO,WINGS,149,48,Dryland,125,58,0,0,
246,1982,ELDF,KS,ELLIS,KANSAS,TRIUMPH 64,9,55,Dryland,92,59,0,0,
247,1982,ELDF,KS,ELLIS,KANSAS,SCOUT 66,11,50,Dryland,83,58,0,0,
248,1982,ELDF,KS,ELLIS,KANSAS,EAGLE,13,54,Dryland,90,59,0,0,
249,1982,ELDF,KS,ELLIS,BOUNTY,100,276,67,Dryland,112,59,0,0,
250,1982,ELDF,KS,ELLIS,BOUNTY,300,275,70,Dryland,117,61,0,0,
251,1982,ELDF,KS,ELLIS,BOUNTY,200,274,56,Dryland,93,54,0,0,
252,1982,ELDF,KS,ELLIS,ROHM & HAAS,HW 1001,242,60,Dryland,100,60,0,0,
253,1982,ELDF,KS,ELLIS,COLORADO,DUKE,239,56,Dryland,94,56,0,0,
254,1982,ELDF,KS,ELLIS,NEBRASKA,BRULE,234,66,Dryland,109,59,0,0,
255,1982,ELDF,KS,ELLIS,KANSAS,ARKAN,224,68,Dryland,114,59,0,0,
256,1982,ELDF,KS,ELLIS,NORTHRUP KING,817,206,61,Dryland,101,61,0,0,
257,1982,ELDF,KS,ELLIS,NORTHRUP KING,835,204,62,Dryland,104,61,0,0,
258,1982,ELDF,KS,ELLIS,TEXAS,TAM 105,184,59,Dryland,99,58,0,0,
259,1982,ELDF,KS,ELLIS,AGRIPRO,ROCKY,175,61,Dryland,102,60,0,0,
260,1982,ELDF,KS,ELLIS,NEBRASKA,CENTURK 78,168,59,Dryland,98,60,0,0,
261,1982,ELDF,KS,ELLIS,NEBRASKA,BENNETT,167,61,Dryland,102,60,0,0,
262,1982,ELDF,KS,ELLIS,KANSAS,75210,155,56,Dryland,94,59,0,0,
263,1982,ELDF,KS,ELLIS,AGRIPRO,WINGS,149,63,Dryland,106,61,0,0,
264,1982,ELDF,KS,ELLIS,COLORADO,VONA,144,60,Dryland,101,58,0,0,
265,1982,ELDF,KS,ELLIS,KANSAS,NEWTON,73,57,Dryland,96,59,0,0,
266,1982,ELDF,KS,ELLIS,KANSAS,LARNED,69,56,Dryland,93,60,0,0,
267,1982,ELDF,KS,ELLIS,NEBRASKA,BUCKSKIN,44,55,Dryland,91,60,0,0,
268,1982,ELDF,KS,ELLIS,ROHM & HAAS,HW 1009,279,53,Dryland,89,59,0,0,
269,1982,FNI,KS,FINNEY,ROHM & HAAS,HW 1009,279,69,Irrigated,94,60,0,0,
270,1982,ELDF,KS,ELLIS,AGRIPRO,HAWK,240,58,Dryland,97,58,0,0,
271,1982,FNI,KS,FINNEY,STAR SEED,830,281,73,Irrigated,99,60,0,0,
272,1982,GRI,KS,GREELEY,HYBRITECH,H104A,277,67,Irrigated,102,57,0,0,
273,1982,GRI,KS,GREELEY,BOUNTY,100,276,66,Irrigated,100,58,0,0,
274,1982,GRI,KS,GREELEY,BOUNTY,300,275,68,Irrigated,103,57,0,0,
275,1982,GRI,KS,GREELEY,BOUNTY,200,274,76,Irrigated,115,56,0,0,
276,1982,GRI,KS,GREELEY,COLORADO,SANDY,244,65,Irrigated,98,58,0,0,
277,1982,GRI,KS,GREELEY,ROHM & HAAS,HW 1001,242,72,Irrigated,109,58,0,0,
278,1982,GRI,KS,GREELEY,AGRIPRO,HAWK,240,62,Irrigated,94,58,0,0,
279,1982,GRI,KS,GREELEY,AGRIPRO,ARCHER,239,67,Irrigated,101,56,0,0,
280,1982,GRI,KS,GREELEY,COLORADO,DUKE,238,59,Irrigated,89,57,0,0,
281,1982,GRI,KS,GREELEY,KANSAS,ARKAN,224,62,Irrigated,94,58,0,0,
282,1982,GRI,KS,GREELEY,NORTHRUP KING,817,206,72,Irrigated,108,58,0,0,
283,1982,GRI,KS,GREELEY,NORTHRUP KING,835,204,73,Irrigated,110,58,0,0,
284,1982,GRI,KS,GREELEY,TEXAS,TAM 105,184,72,Irrigated,109,58,0,0,
285,1982,GRI,KS,GREELEY,AGRIPRO,ROCKY,175,56,Irrigated,84,58,0,0,
